CCSDS_OMM_VERS,COMMENT,CREATION_DATE,ORIGINATOR,OBJECT_NAME,OBJECT_ID,CENTER_NAME,REF_FRAME,TIME_SYSTEM,MEAN_ELEMENT_THEORY,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,RCS_SIZE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,FILE,GP_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-01T20:24:06","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-01T14:43:45.378624","15.02550123","0.00006590","42.9967","249.3709","251.2170","108.8601","0","U","58600","999","2174","0.00031377000000","0.00004039","0.0000000000000","6937.173","95.837","559.495","558.581","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4304190","256231794","0 STARLINK-31052","1 58600U 23200M   24122.61371966  .00004039  00000-0  31377-3 0  9996","2 58600  42.9967 249.3709 0000659 251.2170 108.8601 15.02550123 21742"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-02T02:46:58","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-01T17:55:12.598176","15.02547417","0.00013620","42.9985","248.6516","265.0708","94.9978","0","U","58600","999","2176","-0.00009611600000","-0.00001502","0.0000000000000","6937.181","95.837","559.991","558.102","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4304452","256266400","0 STARLINK-31052","1 58600U 23200M   24122.74667359 -.00001502  00000-0 -96116-4 0  9991","2 58600  42.9985 248.6516 0001362 265.0708  94.9978 15.02547417 21768"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-01T22:46:17","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-01T17:55:12.598176","15.02547417","0.00013620","42.9985","248.6516","265.0708","94.9978","0","U","58600","999","2178","-0.00009611600000","-0.00001502","0.0000000000000","6937.181","95.837","559.991","558.102","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4304375","256238180","0 STARLINK-31052","1 58600U 23200M   24122.74667359 -.00001502  00000-0 -96116-4 0  9991","2 58600  42.9985 248.6516 0001362 265.0708  94.9978 15.02547417 21780"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-02T19:50:56","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-02T14:39:40.757760","15.02538205","0.00013710","42.9997","243.9540","260.2231","99.8456","0","U","58600","999","2189","0.00007664700000","0.00000832","0.0000000000000","6937.210","95.838","560.026","558.124","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4305180","256312144","0 STARLINK-31052","1 58600U 23200M   24123.61088840  .00000832  00000-0  76647-4 0  9990","2 58600  42.9997 243.9540 0001371 260.2231  99.8456 15.02538205 21898"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-02T22:46:17","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-02T16:15:24.491520","15.02537634","0.00014250","43.0005","243.5917","254.7193","105.3492","0","U","58600","999","2192","0.00005081300000","0.00000483","0.0000000000000","6937.212","95.838","560.065","558.088","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4305349","256318619","0 STARLINK-31052","1 58600U 23200M   24123.67736680  .00000483  00000-0  50813-4 0  9997","2 58600  43.0005 243.5917 0001425 254.7193 105.3492 15.02537634 21921"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-03T14:56:23","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-03T08:12:40.792320","15.02545590","0.00015040","43.0011","239.9788","254.5055","105.5621","0","U","58600","999","2202","0.00026424000000","0.00003368","0.0000000000000","6937.187","95.837","560.095","558.009","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4306021","256334190","0 STARLINK-31052","1 58600U 23200M   24124.34213880  .00003368  00000-0  26424-3 0  9999","2 58600  43.0011 239.9788 0001504 254.5055 105.5621 15.02545590 22024"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-03T17:10:48","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-03T14:35:36.771936","15.02520436","0.00014150","43.0010","238.5347","271.3298","88.7383","0","U","58600","999","2204","-0.00021987000000","-0.00003171","0.0000000000000","6937.264","95.839","560.111","558.148","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4306126","256363791","0 STARLINK-31052","1 58600U 23200M   24124.60806449 -.00003171  00000-0 -21987-3 0  9990","2 58600  43.0010 238.5347 0001415 271.3298  88.7383 15.02520436 22047"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-04T03:53:34","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-03T16:11:20.544576","15.02519859","0.00014400","43.0009","238.1732","270.1012","89.9665","0","U","58600","999","2205","-0.00017708000000","-0.00002594","0.0000000000000","6937.266","95.839","560.130","558.132","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4306422","256398921","0 STARLINK-31052","1 58600U 23200M   24124.67454334 -.00002594  00000-0 -17708-3 0  9993","2 58600  43.0009 238.1732 0001440 270.1012  89.9665 15.02519859 22052"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-03T22:46:20","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-03T16:11:20.544576","15.02519859","0.00014400","43.0009","238.1732","270.1012","89.9665","0","U","58600","999","2207","-0.00017708000000","-0.00002594","0.0000000000000","6937.266","95.839","560.130","558.132","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4306300","256369600","0 STARLINK-31052","1 58600U 23200M   24124.67454334 -.00002594  00000-0 -17708-3 0  9993","2 58600  43.0009 238.1732 0001440 270.1012  89.9665 15.02519859 22074"
"2.0","GENERATED VIA SPACE-TRACK.ORG API","2024-05-04T14:56:16","18 SPCS","STARLINK-31052","2023-200M","EARTH","TEME","UTC","SGP4","2024-05-04T08:08:37.428576","15.02528213","0.00016150","43.0022","234.5604","274.2387","85.8271","0","U","58600","999","2217","-0.00002318500000","-0.00000517","0.0000000000000","6937.241","95.838","560.226","557.985","PAYLOAD","LARGE","US","2023-12-19","AFETR","","4307043","256415018","0 STARLINK-31052","1 58600U 23200M   24125.33932209 -.00000517  00000-0 -23185-4 0  9999","2 58600  43.0022 234.5604 0001615 274.2387  85.8271 15.02528213 22174"
