Timestamp,Orbit Mean Density (kg/m^3)
2016-06-04 00:00:00,2.8812372840296643e-13
2016-06-04 00:10:00,2.844927895024811e-13
2016-06-04 00:20:00,2.852732175745361e-13
2016-06-04 00:30:00,2.8380148039293634e-13
2016-06-04 00:40:00,2.7522249132146455e-13
2016-06-04 00:50:00,2.727048862759426e-13
2016-06-04 01:00:00,2.767413761665724e-13
2016-06-04 01:10:00,2.755149274587111e-13
2016-06-04 01:20:00,2.6849936061228973e-13
2016-06-04 01:30:00,2.7408172669941825e-13
2016-06-04 01:40:00,2.865379217566178e-13
2016-06-04 01:50:00,2.874460681213857e-13
2016-06-04 02:00:00,2.8517619542117053e-13
2016-06-04 02:10:00,2.900509428041607e-13
2016-06-04 02:20:00,2.9671360597841634e-13
2016-06-04 02:30:00,2.949467608923733e-13
2016-06-04 02:40:00,2.910743574856934e-13
2016-06-04 02:50:00,2.909637971393767e-13
2016-06-04 03:00:00,2.90365841492254e-13
2016-06-04 03:10:00,2.872596343906393e-13
2016-06-04 03:20:00,2.8704558875242945e-13
2016-06-04 03:30:00,2.8974470374585693e-13
2016-06-04 03:40:00,2.915277013952039e-13
2016-06-04 03:50:00,2.9493071469439e-13
2016-06-04 04:00:00,3.0149447776185814e-13
2016-06-04 04:10:00,3.079907480763606e-13
2016-06-04 04:20:00,3.080785642718116e-13
2016-06-04 04:30:00,3.067902050736599e-13
2016-06-04 04:40:00,3.106288478218984e-13
2016-06-04 04:50:00,3.1360641441064884e-13
2016-06-04 05:00:00,3.1262252475069974e-13
2016-06-04 05:10:00,3.113530862196942e-13
2016-06-04 05:20:00,3.0892804128794654e-13
2016-06-04 05:30:00,3.107739710807441e-13
2016-06-04 05:40:00,3.1436849738057173e-13
2016-06-04 05:50:00,3.164159881223726e-13
2016-06-04 06:00:00,3.167257885805958e-13
2016-06-04 06:10:00,3.1474141908226593e-13
2016-06-04 06:20:00,3.14028562783026e-13
2016-06-04 06:30:00,3.138555703479278e-13
2016-06-04 06:40:00,3.121844666406224e-13
2016-06-04 06:50:00,3.149980049659431e-13
2016-06-04 07:00:00,3.16189757297412e-13
2016-06-04 07:10:00,3.1154956982225294e-13
2016-06-04 07:20:00,3.05376463372504e-13
2016-06-04 07:30:00,3.0056808892568083e-13
2016-06-04 07:40:00,3.0025997733198664e-13
