Timestamp,Orbit Mean Density (kg/m^3)
2014-11-03 00:00:00,9.090163002536012e-13
2014-11-03 00:10:00,9.123751143403642e-13
2014-11-03 00:20:00,9.115818714058222e-13
2014-11-03 00:30:00,9.02763955839079e-13
2014-11-03 00:40:00,8.965410445528359e-13
2014-11-03 00:50:00,8.95991358578252e-13
2014-11-03 01:00:00,8.932473748711822e-13
2014-11-03 01:10:00,8.8911703348473e-13
2014-11-03 01:20:00,8.859120738441017e-13
2014-11-03 01:30:00,8.875461098147431e-13
2014-11-03 01:40:00,8.895092464995128e-13
2014-11-03 01:50:00,8.92512051733894e-13
2014-11-03 02:00:00,8.994555714148073e-13
2014-11-03 02:10:00,9.066915236697224e-13
2014-11-03 02:20:00,9.14927862271035e-13
2014-11-03 02:30:00,9.267660084285732e-13
2014-11-03 02:40:00,9.356524363993178e-13
2014-11-03 02:50:00,9.411343866671357e-13
2014-11-03 03:00:00,9.449504080277581e-13
2014-11-03 03:10:00,9.453275098507842e-13
2014-11-03 03:20:00,9.432505531806009e-13
2014-11-03 03:30:00,9.38995727900281e-13
2014-11-03 03:40:00,9.354568833985188e-13
2014-11-03 03:50:00,9.319510833769117e-13
2014-11-03 04:00:00,9.23968818222524e-13
2014-11-03 04:10:00,9.155990035760289e-13
2014-11-03 04:20:00,9.06649386171762e-13
2014-11-03 04:30:00,8.984783532889114e-13
2014-11-03 04:40:00,8.943913205174488e-13
2014-11-03 04:50:00,8.974349748475433e-13
2014-11-03 05:00:00,9.034241338183561e-13
2014-11-03 05:10:00,9.071632720332373e-13
2014-11-03 05:20:00,9.096707478405288e-13
2014-11-03 05:30:00,9.11792161909242e-13
2014-11-03 05:40:00,9.12644564695082e-13
2014-11-03 05:50:00,9.085889453062808e-13
2014-11-03 06:00:00,9.041942514362853e-13
2014-11-03 06:10:00,8.99129197233616e-13
2014-11-03 06:20:00,8.923655667956756e-13
2014-11-03 06:30:00,8.923989836405939e-13
2014-11-03 06:40:00,8.971206196333806e-13
2014-11-03 06:50:00,9.06647285446886e-13
2014-11-03 07:00:00,9.147748189528397e-13
2014-11-03 07:10:00,9.180224465209613e-13
2014-11-03 07:20:00,9.239058983166027e-13
2014-11-03 07:30:00,9.26080646070792e-13
2014-11-03 07:40:00,9.19495079906691e-13
2014-11-03 07:50:00,9.169937614110162e-13
2014-11-03 08:00:00,9.15548702893295e-13
2014-11-03 08:10:00,9.173222505925554e-13
2014-11-03 08:20:00,9.229397714021632e-13
2014-11-03 08:30:00,9.233585929198245e-13
2014-11-03 08:40:00,9.20812062000931e-13
2014-11-03 08:50:00,9.177879928389312e-13
2014-11-03 09:00:00,9.137297754012824e-13
2014-11-03 09:10:00,9.123979271992168e-13
2014-11-03 09:20:00,9.06715685274814e-13
2014-11-03 09:30:00,9.000442609780589e-13
2014-11-03 09:40:00,8.932856451313638e-13
2014-11-03 09:50:00,8.852349698887102e-13
2014-11-03 10:00:00,8.79096868713111e-13
