Timestamp,Orbit Mean Density (kg/m^3)
2019-11-28 00:00:00,1.364840913571246e-13
2019-11-28 00:10:00,1.462195099282795e-13
2019-11-28 00:20:00,1.540664494115512e-13
2019-11-28 00:30:00,1.5462356108842528e-13
2019-11-28 00:40:00,1.5256045777344949e-13
2019-11-28 00:50:00,1.50902892175467e-13
2019-11-28 01:00:00,1.506429596223822e-13
2019-11-28 01:10:00,1.4474870887395945e-13
2019-11-28 01:20:00,1.420295923354665e-13
2019-11-28 01:30:00,1.4496925133990358e-13
2019-11-28 01:40:00,1.444613611408674e-13
2019-11-28 01:50:00,1.4795881951224598e-13
2019-11-28 02:00:00,1.49543478812168e-13
2019-11-28 02:10:00,1.4214972046528249e-13
2019-11-28 02:20:00,1.385794171133093e-13
2019-11-28 02:30:00,1.396545261976011e-13
2019-11-28 02:40:00,1.353642393541541e-13
2019-11-28 02:50:00,1.3199477999512958e-13
2019-11-28 03:00:00,1.342051578083733e-13
2019-11-28 03:10:00,1.4101448270189136e-13
2019-11-28 03:20:00,1.3855067230966754e-13
2019-11-28 03:30:00,1.2904391325186152e-13
2019-11-28 03:40:00,1.326265197901809e-13
2019-11-28 03:50:00,1.319487999075934e-13
2019-11-28 04:00:00,1.2915144824374444e-13
2019-11-28 04:10:00,1.3166246294472716e-13
2019-11-28 04:20:00,1.3551296001479286e-13
2019-11-28 04:30:00,1.3908702675127534e-13
2019-11-28 04:40:00,1.3871608902299978e-13
2019-11-28 04:50:00,1.3554155106265325e-13
2019-11-28 05:00:00,1.3352344083737914e-13
2019-11-28 05:10:00,1.2921122293634905e-13
2019-11-28 05:20:00,1.368974083985544e-13
2019-11-28 05:30:00,1.4668362622601257e-13
2019-11-28 05:40:00,1.4419223676083606e-13
2019-11-28 05:50:00,1.4351599123165924e-13
2019-11-28 06:00:00,1.4363448556147808e-13
2019-11-28 06:10:00,1.427820886049545e-13
2019-11-28 06:20:00,1.4432440538484125e-13
2019-11-28 06:30:00,1.4759740071230334e-13
2019-11-28 06:40:00,1.4800201599517226e-13
2019-11-28 06:50:00,1.4404888565142545e-13
2019-11-28 07:00:00,1.388433165832209e-13
2019-11-28 07:10:00,1.393044649493045e-13
2019-11-28 07:20:00,1.3764244481092808e-13
2019-11-28 07:30:00,1.3394595646649106e-13
2019-11-28 07:40:00,1.33007771587653e-13
2019-11-28 07:50:00,1.2997592525972006e-13
2019-11-28 08:00:00,1.2522219401771809e-13
2019-11-28 08:10:00,1.2716526383398893e-13
2019-11-28 08:20:00,1.2957211938783128e-13
2019-11-28 08:30:00,1.257901107587614e-13
2019-11-28 08:40:00,1.2327764198255018e-13
2019-11-28 08:50:00,1.2752039181555945e-13
2019-11-28 09:00:00,1.3251873060074965e-13
2019-11-28 09:10:00,1.2858288556432236e-13
2019-11-28 09:20:00,1.2578216662652638e-13
2019-11-28 09:30:00,1.2835034632508148e-13
2019-11-28 09:40:00,1.309236787873895e-13
2019-11-28 09:50:00,1.319807671468918e-13
2019-11-28 10:00:00,1.3530865141610426e-13
2019-11-28 10:10:00,1.3640508764290498e-13
2019-11-28 10:20:00,1.3473866993039214e-13
2019-11-28 10:30:00,1.34530519436126e-13
2019-11-28 10:40:00,1.3519351545471834e-13
2019-11-28 10:50:00,1.3154644648061925e-13
2019-11-28 11:00:00,1.2352738136310744e-13
2019-11-28 11:10:00,1.249239459886297e-13
2019-11-28 11:20:00,1.307958646082343e-13
2019-11-28 11:30:00,1.3235236483604452e-13
2019-11-28 11:40:00,1.3014072123467716e-13
2019-11-28 11:50:00,1.2972605419882724e-13
2019-11-28 12:00:00,1.2740684468034666e-13
2019-11-28 12:10:00,1.2765784708025505e-13
2019-11-28 12:20:00,1.277069262549256e-13
2019-11-28 12:30:00,1.3152785496535321e-13
2019-11-28 12:40:00,1.350313363993966e-13
2019-11-28 12:50:00,1.3021383647816696e-13
2019-11-28 13:00:00,1.238400263140447e-13
2019-11-28 13:10:00,1.2574019567310961e-13
2019-11-28 13:20:00,1.2756223281167932e-13
2019-11-28 13:30:00,1.2419371187923616e-13
2019-11-28 13:40:00,1.2144948285452458e-13
2019-11-28 13:50:00,1.2295177187213666e-13
2019-11-28 14:00:00,1.292722647473477e-13
2019-11-28 14:10:00,1.3337850983361748e-13
2019-11-28 14:20:00,1.3743477963411028e-13
2019-11-28 14:30:00,1.4055172350291265e-13
2019-11-28 14:40:00,1.3534959848205165e-13
2019-11-28 14:50:00,1.2915180428448378e-13
2019-11-28 15:00:00,1.3095487534976313e-13
2019-11-28 15:10:00,1.3346360411671534e-13
2019-11-28 15:20:00,1.3561157255488245e-13
2019-11-28 15:30:00,1.3645759763880793e-13
2019-11-28 15:40:00,1.3469186837197414e-13
2019-11-28 15:50:00,1.299131140110717e-13
2019-11-28 16:00:00,1.2494538850304273e-13
2019-11-28 16:10:00,1.2535266068771484e-13
2019-11-28 16:20:00,1.2998480100703856e-13
2019-11-28 16:30:00,1.323685906915125e-13
2019-11-28 16:40:00,1.326330147323155e-13
2019-11-28 16:50:00,1.306324658743521e-13
2019-11-28 17:00:00,1.2944487824331153e-13
2019-11-28 17:10:00,1.316791637024645e-13
2019-11-28 17:20:00,1.3357706786834976e-13
2019-11-28 17:30:00,1.3577148546075466e-13
2019-11-28 17:40:00,1.3821327955897994e-13
2019-11-28 17:50:00,1.4145454924858196e-13
2019-11-28 18:00:00,1.4196658020293542e-13
2019-11-28 18:10:00,1.4049815325245054e-13
2019-11-28 18:20:00,1.3619325430020396e-13
2019-11-28 18:30:00,1.323284756425489e-13
2019-11-28 18:40:00,1.3075163216390789e-13
2019-11-28 18:50:00,1.3150292267742496e-13
2019-11-28 19:00:00,1.3136798448297229e-13
2019-11-28 19:10:00,1.3523634025757825e-13
2019-11-28 19:20:00,1.360552873966036e-13
2019-11-28 19:30:00,1.3240339802463864e-13
2019-11-28 19:40:00,1.3140166882821946e-13
2019-11-28 19:50:00,1.32115375596188e-13
2019-11-28 20:00:00,1.3292071658643854e-13
2019-11-28 20:10:00,1.320055470879111e-13
2019-11-28 20:20:00,1.2459208479915634e-13
2019-11-28 20:30:00,1.2093454429087814e-13
2019-11-28 20:40:00,1.204113388814244e-13
2019-11-28 20:50:00,1.1676188886519034e-13
2019-11-28 21:00:00,1.146053788959494e-13
2019-11-28 21:10:00,1.147258563073121e-13
2019-11-28 21:20:00,1.165183872538608e-13
2019-11-28 21:30:00,1.2042024642919208e-13
2019-11-28 21:40:00,1.2071646059140086e-13
2019-11-28 21:50:00,1.1698483776198236e-13
2019-11-28 22:00:00,1.1619448463258545e-13
2019-11-28 22:10:00,1.151492589352133e-13
2019-11-28 22:20:00,1.1517301905111914e-13
2019-11-28 22:30:00,1.186979058421267e-13
2019-11-28 22:40:00,1.1889909243049153e-13
