Timestamp,Orbit Mean Density (kg/m^3)
2016-07-10 00:00:00,3.40902142200992e-13
2016-07-10 00:10:00,3.3746018444567493e-13
2016-07-10 00:20:00,3.367665639324862e-13
2016-07-10 00:30:00,3.362519819732751e-13
2016-07-10 00:40:00,3.34241779902053e-13
2016-07-10 00:50:00,3.315378196415625e-13
2016-07-10 01:00:00,3.286468957297308e-13
2016-07-10 01:10:00,3.295174949423513e-13
2016-07-10 01:20:00,3.3467289535953866e-13
2016-07-10 01:30:00,3.3637332646445094e-13
2016-07-10 01:40:00,3.436397170255788e-13
2016-07-10 01:50:00,3.5333843187486906e-13
2016-07-10 02:00:00,3.5595105703188815e-13
2016-07-10 02:10:00,3.5612354786294413e-13
2016-07-10 02:20:00,3.553873687017336e-13
2016-07-10 02:30:00,3.5241505637292614e-13
2016-07-10 02:40:00,3.476532788771358e-13
2016-07-10 02:50:00,3.461397601889339e-13
2016-07-10 03:00:00,3.482639349079207e-13
2016-07-10 03:10:00,3.493208970940243e-13
2016-07-10 03:20:00,3.4627128258119253e-13
2016-07-10 03:30:00,3.457785127956272e-13
2016-07-10 03:40:00,3.479020485378814e-13
2016-07-10 03:50:00,3.468463615545585e-13
2016-07-10 04:00:00,3.458571237071124e-13
2016-07-10 04:10:00,3.503162287495682e-13
2016-07-10 04:20:00,3.511033743180068e-13
2016-07-10 04:30:00,3.4387100708657495e-13
2016-07-10 04:40:00,3.381766192552855e-13
2016-07-10 04:50:00,3.390962234520544e-13
2016-07-10 05:00:00,3.4047278677471654e-13
2016-07-10 05:10:00,3.408917840326587e-13
2016-07-10 05:20:00,3.438128710281358e-13
2016-07-10 05:30:00,3.5011663906453135e-13
2016-07-10 05:40:00,3.537546758866495e-13
2016-07-10 05:50:00,3.52171563455705e-13
2016-07-10 06:00:00,3.5219880250002973e-13
2016-07-10 06:10:00,3.559235188741465e-13
2016-07-10 06:20:00,3.563557784624492e-13
2016-07-10 06:30:00,3.547296809253442e-13
2016-07-10 06:40:00,3.5303956029291933e-13
2016-07-10 06:50:00,3.525263617758799e-13
2016-07-10 07:00:00,3.519733090676104e-13
2016-07-10 07:10:00,3.507251170490403e-13
2016-07-10 07:20:00,3.476942983782898e-13
2016-07-10 07:30:00,3.459610339498749e-13
2016-07-10 07:40:00,3.439193021510638e-13
2016-07-10 07:50:00,3.3922726665539597e-13
2016-07-10 08:00:00,3.3890937070622233e-13
2016-07-10 08:10:00,3.431962611788471e-13
2016-07-10 08:20:00,3.451077129413225e-13
2016-07-10 08:30:00,3.429465987234459e-13
2016-07-10 08:40:00,3.420546133385459e-13
2016-07-10 08:50:00,3.481313725945525e-13
2016-07-10 09:00:00,3.511565925924986e-13
2016-07-10 09:10:00,3.494191549885619e-13
2016-07-10 09:20:00,3.48737598835824e-13
2016-07-10 09:30:00,3.4712093456656337e-13
2016-07-10 09:40:00,3.4336990789155626e-13
2016-07-10 09:50:00,3.441041766344462e-13
2016-07-10 10:00:00,3.481532706132994e-13
2016-07-10 10:10:00,3.514837171764243e-13
2016-07-10 10:20:00,3.523606911259607e-13
2016-07-10 10:30:00,3.5355473639702534e-13
2016-07-10 10:40:00,3.5820553220817014e-13
2016-07-10 10:50:00,3.618267547367501e-13
2016-07-10 11:00:00,3.629085421350011e-13
2016-07-10 11:10:00,3.6076369838079853e-13
2016-07-10 11:20:00,3.590779543114718e-13
2016-07-10 11:30:00,3.576610007364216e-13
2016-07-10 11:40:00,3.547723846600044e-13
2016-07-10 11:50:00,3.525484665476116e-13
2016-07-10 12:00:00,3.498424926094164e-13
2016-07-10 12:10:00,3.470282639756735e-13
2016-07-10 12:20:00,3.4466334823583265e-13
2016-07-10 12:30:00,3.455715827617199e-13
2016-07-10 12:40:00,3.496830631386207e-13
2016-07-10 12:50:00,3.51687875193949e-13
2016-07-10 13:00:00,3.530750240709278e-13
2016-07-10 13:10:00,3.554529129772504e-13
2016-07-10 13:20:00,3.5621861966803445e-13
2016-07-10 13:30:00,3.528458432915852e-13
2016-07-10 13:40:00,3.470266384617497e-13
2016-07-10 13:50:00,3.406391679254739e-13
2016-07-10 14:00:00,3.316574075298649e-13
2016-07-10 14:10:00,3.229263877033904e-13
2016-07-10 14:20:00,3.214390289411162e-13
2016-07-10 14:30:00,3.2289146908021025e-13
2016-07-10 14:40:00,3.2325852400172057e-13
2016-07-10 14:50:00,3.2119923425133013e-13
2016-07-10 15:00:00,3.177562087002594e-13
2016-07-10 15:10:00,3.189827970031385e-13
2016-07-10 15:20:00,3.226066194717043e-13
2016-07-10 15:30:00,3.215031833515261e-13
2016-07-10 15:40:00,3.170727259669426e-13
2016-07-10 15:50:00,3.1761046162811085e-13
2016-07-10 16:00:00,3.2125320819938294e-13
2016-07-10 16:10:00,3.2313103125481334e-13
2016-07-10 16:20:00,3.216728459288537e-13
2016-07-10 16:30:00,3.227920902107836e-13
2016-07-10 16:40:00,3.2481087617408444e-13
2016-07-10 16:50:00,3.2302339632027777e-13
2016-07-10 17:00:00,3.201476045166103e-13
2016-07-10 17:10:00,3.197346281820695e-13
2016-07-10 17:20:00,3.191895916224692e-13
2016-07-10 17:30:00,3.143269495335246e-13
2016-07-10 17:40:00,3.111038248504062e-13
2016-07-10 17:50:00,3.13884200713568e-13
2016-07-10 18:00:00,3.1764818047573095e-13
2016-07-10 18:10:00,3.169533743200244e-13
2016-07-10 18:20:00,3.163311992952228e-13
2016-07-10 18:30:00,3.1993568606303413e-13
2016-07-10 18:40:00,3.27782275461008e-13
2016-07-10 18:50:00,3.344990004442449e-13
2016-07-10 19:00:00,3.376897544580253e-13
2016-07-10 19:10:00,3.38734387958782e-13
2016-07-10 19:20:00,3.3632110295486974e-13
2016-07-10 19:30:00,3.3584010405778626e-13
2016-07-10 19:40:00,3.384329033315514e-13
2016-07-10 19:50:00,3.38000818433333e-13
2016-07-10 20:00:00,3.327374018893441e-13
2016-07-10 20:10:00,3.226524468603241e-13
2016-07-10 20:20:00,3.154123745347793e-13
2016-07-10 20:30:00,3.160641255689571e-13
2016-07-10 20:40:00,3.16374106690724e-13
2016-07-10 20:50:00,3.1708116156381215e-13
2016-07-10 21:00:00,3.179977200954313e-13
2016-07-10 21:10:00,3.163450908724895e-13
2016-07-10 21:20:00,3.165890230642603e-13
2016-07-10 21:30:00,3.183009374728022e-13
2016-07-10 21:40:00,3.2238745019366633e-13
2016-07-10 21:50:00,3.2450877508930334e-13
2016-07-10 22:00:00,3.2100644529559145e-13
2016-07-10 22:10:00,3.1946613954398853e-13
