Timestamp,Orbit Mean Density (kg/m^3)
2015-07-22 00:00:00,3.5325006858258294e-13
2015-07-22 00:10:00,3.5126630779386094e-13
2015-07-22 00:20:00,3.438167577944007e-13
2015-07-22 00:30:00,3.3687125406006773e-13
2015-07-22 00:40:00,3.3193277053385413e-13
2015-07-22 00:50:00,3.23270599863712e-13
2015-07-22 01:00:00,3.181968568596429e-13
2015-07-22 01:10:00,3.307012144958052e-13
2015-07-22 01:20:00,3.3930556348577226e-13
2015-07-22 01:30:00,3.3373808875849053e-13
2015-07-22 01:40:00,3.3090312854004643e-13
2015-07-22 01:50:00,3.3440384880959574e-13
2015-07-22 02:00:00,3.3790971389848373e-13
2015-07-22 02:10:00,3.3893844815782e-13
2015-07-22 02:20:00,3.373454151773941e-13
2015-07-22 02:30:00,3.377111207967293e-13
2015-07-22 02:40:00,3.426073403232374e-13
2015-07-22 02:50:00,3.4364662971264573e-13
2015-07-22 03:00:00,3.466105467943824e-13
2015-07-22 03:10:00,3.4401702061906657e-13
2015-07-22 03:20:00,3.367375537462213e-13
2015-07-22 03:30:00,3.3841953273893093e-13
2015-07-22 03:40:00,3.4518494959549533e-13
2015-07-22 03:50:00,3.481389023892803e-13
2015-07-22 04:00:00,3.4749238930796977e-13
2015-07-22 04:10:00,3.4303481693148e-13
2015-07-22 04:20:00,3.4118861090273094e-13
2015-07-22 04:30:00,3.4142113398322095e-13
2015-07-22 04:40:00,3.3882649795110844e-13
2015-07-22 04:50:00,3.3775468348768933e-13
2015-07-22 05:00:00,3.362564671823684e-13
2015-07-22 05:10:00,3.340074656275124e-13
2015-07-22 05:20:00,3.3265000764039216e-13
2015-07-22 05:30:00,3.3136588437275174e-13
2015-07-22 05:40:00,3.3176804003015186e-13
2015-07-22 05:50:00,3.307977944881748e-13
2015-07-22 06:00:00,3.319217777900968e-13
2015-07-22 06:10:00,3.359779066423277e-13
2015-07-22 06:20:00,3.367459814535597e-13
2015-07-22 06:30:00,3.3759760493152613e-13
2015-07-22 06:40:00,3.380202408103478e-13
2015-07-22 06:50:00,3.364861973402045e-13
2015-07-22 07:00:00,3.3696703851928254e-13
2015-07-22 07:10:00,3.3543263585216734e-13
2015-07-22 07:20:00,3.3239284271789053e-13
2015-07-22 07:30:00,3.283380890131601e-13
2015-07-22 07:40:00,3.240167940304172e-13
2015-07-22 07:50:00,3.2320875730637485e-13
2015-07-22 08:00:00,3.180834631218867e-13
2015-07-22 08:10:00,3.092447997339209e-13
2015-07-22 08:20:00,3.111110540966538e-13
2015-07-22 08:30:00,3.130997498118097e-13
2015-07-22 08:40:00,3.146490523797326e-13
2015-07-22 08:50:00,3.169286925485084e-13
2015-07-22 09:00:00,3.219722833570208e-13
2015-07-22 09:10:00,3.2962851179422933e-13
2015-07-22 09:20:00,3.3116046553995306e-13
2015-07-22 09:30:00,3.34228855572624e-13
2015-07-22 09:40:00,3.404044834718187e-13
2015-07-22 09:50:00,3.402388326387731e-13
2015-07-22 10:00:00,3.3889684276900746e-13
2015-07-22 10:10:00,3.392294556947008e-13
2015-07-22 10:20:00,3.38216772423892e-13
2015-07-22 10:30:00,3.3884083738605777e-13
2015-07-22 10:40:00,3.368222646429096e-13
2015-07-22 10:50:00,3.3754304465497617e-13
2015-07-22 11:00:00,3.468409960309292e-13
2015-07-22 11:10:00,3.572876463535517e-13
2015-07-22 11:20:00,3.6066504428388337e-13
2015-07-22 11:30:00,3.5671517424121573e-13
2015-07-22 11:40:00,3.539719412367123e-13
2015-07-22 11:50:00,3.558497309643048e-13
2015-07-22 12:00:00,3.5204726750230057e-13
2015-07-22 12:10:00,3.4669811540710904e-13
2015-07-22 12:20:00,3.4852911893699697e-13
2015-07-22 12:30:00,3.5172929305806933e-13
2015-07-22 12:40:00,3.446640314154599e-13
2015-07-22 12:50:00,3.389288343218341e-13
2015-07-22 13:00:00,3.376198474983459e-13
2015-07-22 13:10:00,3.3520442364101375e-13
2015-07-22 13:20:00,3.3373786568625905e-13
2015-07-22 13:30:00,3.370564536958005e-13
2015-07-22 13:40:00,3.4129995054521455e-13
2015-07-22 13:50:00,3.405212818728025e-13
2015-07-22 14:00:00,3.3246042949260705e-13
2015-07-22 14:10:00,3.2958427371504453e-13
2015-07-22 14:20:00,3.3560587346716133e-13
2015-07-22 14:30:00,3.4048398471172174e-13
2015-07-22 14:40:00,3.419771021689567e-13
2015-07-22 14:50:00,3.3897927973991124e-13
2015-07-22 15:00:00,3.378067457938585e-13
2015-07-22 15:10:00,3.4330212349018185e-13
2015-07-22 15:20:00,3.464231923566384e-13
2015-07-22 15:30:00,3.460670833272897e-13
2015-07-22 15:40:00,3.4397792856016095e-13
2015-07-22 15:50:00,3.3847545054634213e-13
2015-07-22 16:00:00,3.342903066936703e-13
2015-07-22 16:10:00,3.3704279313598873e-13
2015-07-22 16:20:00,3.434423220141448e-13
2015-07-22 16:30:00,3.4734702140361053e-13
2015-07-22 16:40:00,3.4174508219724365e-13
2015-07-22 16:50:00,3.378596250586852e-13
2015-07-22 17:00:00,3.441013272788391e-13
2015-07-22 17:10:00,3.4973237202255735e-13
2015-07-22 17:20:00,3.5330857653638774e-13
2015-07-22 17:30:00,3.586595539071212e-13
2015-07-22 17:40:00,3.614786045093859e-13
2015-07-22 17:50:00,3.5744469145015893e-13
2015-07-22 18:00:00,3.5194224613286626e-13
2015-07-22 18:10:00,3.552023360943445e-13
2015-07-22 18:20:00,3.620725472610662e-13
2015-07-22 18:30:00,3.60740078783164e-13
2015-07-22 18:40:00,3.5617347030555825e-13
2015-07-22 18:50:00,3.502600435339652e-13
2015-07-22 19:00:00,3.474852237781892e-13
2015-07-22 19:10:00,3.46497319266384e-13
2015-07-22 19:20:00,3.4419079272379533e-13
2015-07-22 19:30:00,3.451040590095302e-13
2015-07-22 19:40:00,3.479128092005592e-13
2015-07-22 19:50:00,3.5192136052289254e-13
2015-07-22 20:00:00,3.555766041397605e-13
2015-07-22 20:10:00,3.5290496103668254e-13
2015-07-22 20:20:00,3.5024389524805974e-13
2015-07-22 20:30:00,3.4633722152277265e-13
2015-07-22 20:40:00,3.406725524423237e-13
2015-07-22 20:50:00,3.436041958538926e-13
2015-07-22 21:00:00,3.444773368961141e-13
2015-07-22 21:10:00,3.429185623657345e-13
2015-07-22 21:20:00,3.426344890687505e-13
2015-07-22 21:30:00,3.371710681050038e-13
2015-07-22 21:40:00,3.304648081536323e-13
2015-07-22 21:50:00,3.2674781018409996e-13
2015-07-22 22:00:00,3.292884804681707e-13
2015-07-22 22:10:00,3.310645984879317e-13
2015-07-22 22:20:00,3.259454569196901e-13
2015-07-22 22:30:00,3.231350772024741e-13
2015-07-22 22:40:00,3.283171598937219e-13
2015-07-22 22:50:00,3.3191164057176174e-13
2015-07-22 23:00:00,3.3549703192136333e-13
2015-07-22 23:10:00,3.3971703949689053e-13
2015-07-22 23:20:00,3.4571239981996586e-13
2015-07-22 23:30:00,3.591707884243331e-13
2015-07-22 23:40:00,3.707185928461484e-13
2015-07-22 23:50:00,3.725436226059189e-13
