Timestamp,Orbit Mean Density (kg/m^3)
2018-03-23 00:00:00,2.4116614223713217e-13
2018-03-23 00:10:00,2.4371751722191496e-13
2018-03-23 00:20:00,2.4351848109692043e-13
2018-03-23 00:30:00,2.389346320421395e-13
2018-03-23 00:40:00,2.3366059021475656e-13
2018-03-23 00:50:00,2.3085006751642224e-13
2018-03-23 01:00:00,2.3398199287607093e-13
2018-03-23 01:10:00,2.366511426559238e-13
2018-03-23 01:20:00,2.3957477674720653e-13
2018-03-23 01:30:00,2.434410573073837e-13
2018-03-23 01:40:00,2.451772423091182e-13
2018-03-23 01:50:00,2.51055535892641e-13
2018-03-23 02:00:00,2.5387631367146245e-13
2018-03-23 02:10:00,2.48206858090265e-13
2018-03-23 02:20:00,2.4367997385104013e-13
2018-03-23 02:30:00,2.431594304768925e-13
2018-03-23 02:40:00,2.469843877973864e-13
2018-03-23 02:50:00,2.475754289018587e-13
2018-03-23 03:00:00,2.456125460732937e-13
2018-03-23 03:10:00,2.444827718168895e-13
2018-03-23 03:20:00,2.4003131745067656e-13
2018-03-23 03:30:00,2.361819856664389e-13
2018-03-23 03:40:00,2.3901687214334573e-13
2018-03-23 03:50:00,2.4061413133184724e-13
2018-03-23 04:00:00,2.440312705742428e-13
2018-03-23 04:10:00,2.482090744153674e-13
2018-03-23 04:20:00,2.488084900936109e-13
2018-03-23 04:30:00,2.4989910722117215e-13
2018-03-23 04:40:00,2.525655433565129e-13
2018-03-23 04:50:00,2.604686366207657e-13
2018-03-23 05:00:00,2.681884041714048e-13
2018-03-23 05:10:00,2.662124439811916e-13
2018-03-23 05:20:00,2.637775974690767e-13
2018-03-23 05:30:00,2.6255920722204904e-13
2018-03-23 05:40:00,2.602848531073444e-13
2018-03-23 05:50:00,2.621466360229416e-13
2018-03-23 06:00:00,2.671199916486699e-13
2018-03-23 06:10:00,2.6701193698546735e-13
2018-03-23 06:20:00,2.595003526566516e-13
2018-03-23 06:30:00,2.509053683639771e-13
2018-03-23 06:40:00,2.516863075175878e-13
2018-03-23 06:50:00,2.5400451422922093e-13
2018-03-23 07:00:00,2.5204251450717813e-13
2018-03-23 07:10:00,2.4612121336099244e-13
2018-03-23 07:20:00,2.389850845214925e-13
2018-03-23 07:30:00,2.366480540459495e-13
2018-03-23 07:40:00,2.3747734463954333e-13
2018-03-23 07:50:00,2.3449815254197404e-13
2018-03-23 08:00:00,2.320256872954697e-13
2018-03-23 08:10:00,2.296707552251385e-13
2018-03-23 08:20:00,2.252771824131583e-13
2018-03-23 08:30:00,2.2981030567400616e-13
2018-03-23 08:40:00,2.3548291949329134e-13
2018-03-23 08:50:00,2.397656419185643e-13
2018-03-23 09:00:00,2.3868625360692164e-13
2018-03-23 09:10:00,2.311144585730809e-13
2018-03-23 09:20:00,2.302247940804953e-13
2018-03-23 09:30:00,2.3182052628917786e-13
2018-03-23 09:40:00,2.2808045867067493e-13
2018-03-23 09:50:00,2.261387059466675e-13
2018-03-23 10:00:00,2.220467352255689e-13
2018-03-23 10:10:00,2.191880060407881e-13
2018-03-23 10:20:00,2.2150838349419397e-13
2018-03-23 10:30:00,2.2146708697459945e-13
2018-03-23 10:40:00,2.2297785717432645e-13
2018-03-23 10:50:00,2.256443139823717e-13
2018-03-23 11:00:00,2.2694976850913232e-13
2018-03-23 11:10:00,2.2885403396044376e-13
2018-03-23 11:20:00,2.313694396622825e-13
2018-03-23 11:30:00,2.3190394778205096e-13
2018-03-23 11:40:00,2.3005478307800453e-13
2018-03-23 11:50:00,2.256851834618101e-13
2018-03-23 12:00:00,2.2754346026744976e-13
2018-03-23 12:10:00,2.2959166598979613e-13
2018-03-23 12:20:00,2.302094615905772e-13
2018-03-23 12:30:00,2.324689788290792e-13
2018-03-23 12:40:00,2.331920784000471e-13
2018-03-23 12:50:00,2.307135573052852e-13
2018-03-23 13:00:00,2.3062643857792384e-13
2018-03-23 13:10:00,2.3197786281185453e-13
2018-03-23 13:20:00,2.379085742346697e-13
2018-03-23 13:30:00,2.390504356950683e-13
2018-03-23 13:40:00,2.337398861449852e-13
2018-03-23 13:50:00,2.323154129469669e-13
2018-03-23 14:00:00,2.3248067632446936e-13
2018-03-23 14:10:00,2.283644825202213e-13
2018-03-23 14:20:00,2.254872698883331e-13
2018-03-23 14:30:00,2.2594395142933218e-13
2018-03-23 14:40:00,2.299723814973557e-13
2018-03-23 14:50:00,2.292410777303797e-13
2018-03-23 15:00:00,2.18094788589508e-13
2018-03-23 15:10:00,2.1449368085632762e-13
2018-03-23 15:20:00,2.1713399476965312e-13
2018-03-23 15:30:00,2.1593724925614682e-13
2018-03-23 15:40:00,2.1479324970106765e-13
2018-03-23 15:50:00,2.1638839850358426e-13
2018-03-23 16:00:00,2.1660292579222257e-13
2018-03-23 16:10:00,2.1516656807796421e-13
2018-03-23 16:20:00,2.1732322039303946e-13
2018-03-23 16:30:00,2.275437442867451e-13
2018-03-23 16:40:00,2.329782965231602e-13
2018-03-23 16:50:00,2.306950943021655e-13
2018-03-23 17:00:00,2.305314662994975e-13
2018-03-23 17:10:00,2.310289394458064e-13
2018-03-23 17:20:00,2.355490105557917e-13
2018-03-23 17:30:00,2.3614972869962123e-13
2018-03-23 17:40:00,2.313963919919298e-13
