Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2019-08-18 00:00:00,2019,230,2537,51,52,63,38,6.8,6.1,-19.5,151.3,-5.0,2.8,-2.0,2.4,-2.5,0.2,3.0,0.8,0.8,2.8,62114.0,11.0,358.0,-2.3,-0.2,0.032,3833.0,0.7,4.0,0.6,1.0,0.003,2.66,0.9,1.89,8.7,5.4,0.0156,27,0,7,12,69.2,42,-14,27,0.4,0.006112,999999.99,99999.99,99999.99,0.28,0.17,0.13,-1
2019-08-18 01:00:00,2019,230,2537,51,52,58,33,6.0,5.5,-32.4,150.6,-4.1,2.3,-3.0,1.6,-3.4,0.4,2.1,0.7,0.8,1.7,67424.0,12.4,355.0,-2.0,0.3,0.037,3455.0,0.6,4.0,0.5,0.9,0.006,3.0,1.21,2.81,10.4,5.6,0.011,27,0,1,12,69.2,178,-109,69,1.3,0.006112,999999.99,99999.99,99999.99,0.27,0.17,0.13,-1
2019-08-18 02:00:00,2019,230,2537,51,52,58,33,5.3,4.1,6.4,122.5,-2.2,3.4,0.5,3.4,-0.3,0.4,3.3,2.2,1.6,1.9,58607.0,13.7,352.0,-2.4,-1.2,0.02,6606.0,0.7,5.0,0.8,0.8,0.005,3.06,0.11,3.79,12.3,5.9,0.0079,27,0,-3,12,69.2,184,-131,54,1.5,0.006112,999999.99,99999.99,99999.99,0.27,0.18,0.13,-1
2019-08-18 03:00:00,2019,230,2537,51,52,58,35,5.6,4.1,2.0,189.9,-4.0,-0.7,0.1,-0.6,0.3,0.3,3.8,2.2,1.6,2.6,59262.0,14.4,344.0,0.6,-1.2,0.023,6649.0,1.4,7.0,0.8,1.5,0.004,3.11,-0.1,3.58,11.7,5.8,0.0088,17,0,-5,6,69.2,107,-40,67,0.9,0.006112,999999.99,99999.99,99999.99,0.28,0.17,0.13,-1
2019-08-18 04:00:00,2019,230,2537,51,52,67,40,5.7,2.3,13.3,215.5,-1.8,-1.3,0.5,-1.1,0.9,0.6,5.2,3.3,3.5,1.8,59711.0,11.5,352.0,-0.2,-1.5,0.032,10457.0,1.1,12.0,1.3,1.8,0.006,2.68,-0.32,2.77,10.5,5.7,0.0108,17,0,-3,6,69.2,56,-15,41,0.2,0.006112,999999.99,99999.99,99999.99,0.28,0.18,0.13,-1
2019-08-18 05:00:00,2019,230,2537,51,52,59,34,5.5,1.2,-17.4,59.6,0.6,1.0,-0.4,0.8,-0.7,1.1,5.4,3.9,2.0,3.2,54949.0,11.5,359.0,1.2,0.2,0.036,15784.0,1.6,5.0,0.9,0.5,0.012,2.83,0.25,2.9,11.1,5.9,0.0097,17,0,-5,6,69.2,215,-104,111,1.2,0.006112,999999.99,99999.99,99999.99,0.29,0.19,0.13,-1
2019-08-18 06:00:00,2019,230,2537,51,52,58,33,6.5,6.2,32.3,151.3,-4.6,2.5,3.3,3.6,2.0,0.9,2.0,0.8,1.7,0.7,54789.0,11.2,354.0,1.5,0.7,0.049,4068.0,0.6,3.0,0.4,0.4,0.005,2.8,-0.71,2.02,9.1,5.5,0.0143,13,0,-5,5,69.2,312,-236,76,1.2,0.006112,999999.99,99999.99,99999.99,0.27,0.17,0.12,-1
2019-08-18 07:00:00,2019,230,2537,51,52,58,35,7.8,6.7,-15.8,149.7,-5.6,3.3,-1.8,2.2,-3.0,0.5,3.9,1.1,3.2,2.0,55887.0,10.1,350.0,1.0,1.5,0.046,5943.0,1.0,3.0,0.5,0.4,0.005,2.45,1.05,1.27,7.1,4.9,0.0234,13,0,-7,5,69.2,204,-132,73,1.0,0.006112,999999.99,99999.99,99999.99,0.29,0.2,0.14,-1
2019-08-18 08:00:00,2019,230,2537,51,52,59,36,4.7,3.7,-29.6,214.4,-2.7,-1.8,-1.9,-2.5,-0.9,0.9,3.0,2.5,0.6,1.5,52618.0,8.4,349.0,1.6,2.3,0.046,4916.0,0.7,4.0,0.4,0.7,0.003,2.02,0.31,2.86,10.8,5.8,0.0103,13,0,-7,5,69.2,66,-31,35,0.4,0.006112,999999.99,99999.99,99999.99,0.28,0.18,0.13,-1
2019-08-18 09:00:00,2019,230,2537,51,52,59,36,3.6,3.0,-14.4,234.0,-1.7,-2.3,-0.7,-2.4,0.5,0.2,1.9,1.5,0.6,1.0,71817.0,5.6,339.0,2.9,2.3,0.049,9770.0,1.1,3.0,1.0,0.9,0.005,1.29,-0.17,3.6,11.1,5.5,0.0096,7,0,-10,3,69.2,54,-37,17,0.1,0.006112,999999.99,99999.99,99999.99,0.28,0.18,0.14,-1
