Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2013-12-08 00:00:00,2013,342,2460,51,52,60,36,13.7,9.5,-61.5,177.4,-4.5,0.2,-8.3,0.7,-8.3,1.7,9.8,3.2,8.7,3.3,264180.0,14.8,419.0,3.2,-2.0,0.081,32907.0,1.1,4.0,0.9,0.8,0.015,5.75,3.48,1.29,5.9,4.0,0.0344,60,95,13,80,160.6,189,-93,96,1.7,0.008109,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2013-12-08 01:00:00,2013,342,2460,51,52,67,38,14.0,3.5,-41.1,186.7,-2.6,-0.3,-2.3,-0.2,-2.3,3.1,13.7,3.5,7.8,10.7,203226.0,26.5,444.0,1.9,-2.9,0.069,41412.0,4.0,22.0,1.3,2.3,0.013,11.13,1.02,1.87,8.2,5.1,0.0179,60,95,8,80,160.6,514,-460,54,3.8,0.008109,999999.99,99999.99,99999.99,0.14,0.06,0.04,-1
2013-12-08 02:00:00,2013,342,2460,51,52,60,37,19.3,12.2,-17.1,97.8,-1.6,11.5,-3.6,11.5,-3.6,2.1,14.9,4.0,4.9,13.5,283456.0,31.1,485.0,1.6,-1.2,0.082,34872.0,4.6,5.0,1.0,2.3,0.012,16.22,1.75,1.43,7.0,4.7,0.0242,60,95,8,80,160.6,520,-337,184,5.3,0.008109,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2013-12-08 03:00:00,2013,342,2460,51,52,61,37,19.6,15.6,-36.8,84.6,1.2,12.4,-9.3,12.0,-9.8,2.5,11.8,1.8,5.7,10.2,470540.0,19.3,488.0,3.2,-2.3,0.086,198151.0,6.2,8.0,1.9,3.0,0.025,10.32,4.78,1.25,5.5,3.8,0.0398,57,95,-12,67,160.6,736,-514,222,6.0,0.008109,999999.99,99999.99,99999.99,0.16,0.07,0.04,-1
2013-12-08 04:00:00,2013,342,2460,51,52,60,35,17.0,13.6,35.0,87.1,0.6,11.2,7.8,11.9,6.7,3.0,10.2,2.4,5.3,8.4,940359.0,12.5,497.0,5.6,-1.5,0.09,154101.0,2.2,9.0,2.4,4.2,0.022,7.01,-3.33,1.92,5.2,3.2,0.0445,57,95,-49,67,160.6,377,-258,119,4.4,0.008109,999999.99,99999.99,99999.99,0.13,0.06,0.04,-1
2013-12-08 05:00:00,2013,342,2460,51,52,60,34,12.0,8.9,28.0,232.3,-4.8,-6.2,4.2,-5.5,5.0,1.5,7.9,3.8,4.5,5.3,874702.0,12.0,487.0,6.0,-4.8,0.087,113747.0,0.9,8.0,1.5,2.5,0.019,6.41,-2.44,3.48,7.0,3.5,0.0241,57,95,-41,67,160.6,195,-126,69,1.2,0.008109,999999.99,99999.99,99999.99,0.12,0.06,0.04,-1
2013-12-08 06:00:00,2013,342,2460,51,52,57,37,11.3,8.9,-75.2,186.7,-2.3,-0.3,-8.6,-1.9,-8.4,1.3,6.9,4.5,4.1,3.1,947253.0,9.8,476.0,5.4,-2.5,0.089,93708.0,1.3,8.0,0.9,1.0,0.027,5.03,4.0,3.43,6.6,3.3,0.0274,37,95,-38,22,160.6,151,-79,72,1.0,0.008109,999999.99,99999.99,99999.99,0.12,0.06,0.04,-1
2013-12-08 07:00:00,2013,342,2460,51,52,63,37,10.3,8.8,-11.8,103.3,-2.0,8.3,-1.8,7.7,-3.7,1.5,5.4,1.7,2.2,4.6,544745.0,6.7,492.0,5.1,-2.4,0.1,130171.0,1.4,14.0,2.3,1.9,0.016,3.79,1.82,1.77,6.2,3.9,0.0311,37,95,-53,22,160.6,323,-148,175,2.0,0.008109,999999.99,99999.99,99999.99,0.13,0.06,0.04,-1
2013-12-08 08:00:00,2013,342,2460,51,52,68,39,5.4,4.6,6.7,150.7,-4.0,2.2,0.5,2.3,-0.1,1.1,2.8,1.7,2.0,0.9,234178.0,3.0,621.0,2.0,-3.3,0.054,162508.0,1.1,42.0,1.1,0.8,0.015,2.35,0.06,1.55,10.0,6.5,0.012,37,95,-66,22,160.6,373,-230,143,2.6,0.008109,999999.99,99999.99,99999.99,0.11,0.05,0.04,-1
2013-12-08 09:00:00,2013,342,2460,51,52,56,31,5.3,5.1,-0.4,173.4,-5.1,0.6,0.0,0.6,-0.2,0.5,1.5,0.8,1.1,0.6,152356.0,2.3,632.0,2.1,-2.4,0.042,65575.0,0.5,5.0,0.6,0.5,0.011,1.79,0.13,0.96,9.0,6.7,0.0145,20,95,-57,7,160.6,156,-103,53,1.1,0.008109,999999.99,99999.99,99999.99,0.13,0.06,0.04,-1
2013-12-08 10:00:00,2013,342,2460,51,52,55,28,4.6,3.9,13.9,164.7,-3.7,1.0,0.9,1.2,0.6,0.2,2.3,1.0,1.6,1.3,216843.0,3.0,624.0,1.4,-3.4,0.061,29424.0,0.3,8.0,1.5,1.2,0.009,2.43,-0.37,2.04,11.7,7.1,0.0086,20,95,-50,7,160.6,72,-39,33,0.4,0.008109,999999.99,99999.99,99999.99,0.11,0.06,0.04,-1
2013-12-08 11:00:00,2013,342,2460,51,52,58,32,4.5,2.5,27.3,136.8,-1.6,1.5,1.2,1.8,0.7,0.6,3.7,1.3,2.6,2.4,256965.0,3.2,636.0,1.2,-3.2,0.056,24500.0,0.2,11.0,1.9,1.6,0.008,2.65,-0.45,2.53,12.6,7.1,0.0074,20,95,-41,7,160.6,99,-70,28,0.5,0.008109,999999.99,99999.99,99999.99,0.12,0.06,0.05,-1
2013-12-08 12:00:00,2013,342,2460,51,52,54,29,5.5,4.5,18.9,192.0,-4.2,-0.9,1.5,-0.5,1.7,0.3,3.1,0.8,2.0,2.2,250878.0,3.1,623.0,2.1,-3.5,0.061,23405.0,0.1,9.0,0.7,1.4,0.005,2.5,-1.06,1.62,10.0,6.4,0.012,20,95,-37,7,160.6,133,-109,24,0.3,0.008109,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2013-12-08 13:00:00,2013,342,2460,51,52,56,32,5.3,4.2,-34.1,221.6,-2.6,-2.3,-2.3,-2.8,-1.7,0.1,3.1,1.7,1.1,2.4,281800.0,3.0,631.0,2.0,-2.7,0.065,21088.0,0.2,9.0,0.5,0.9,0.007,2.51,1.07,1.82,10.3,6.4,0.0112,20,95,-34,7,160.6,74,-55,19,0.3,0.008109,999999.99,99999.99,99999.99,0.13,0.06,0.04,-1
