Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2015-04-29 00:00:00,2015,119,2479,51,52,55,31,4.4,4.3,7.2,323.8,3.5,-2.5,0.5,-2.5,-0.7,0.1,0.5,0.3,0.3,0.2,29243.0,10.3,313.0,-1.2,0.5,0.021,2581.0,0.4,2.0,0.5,0.2,0.001,1.83,0.22,3.49,11.4,5.7,0.0091,7,30,-10,3,105.5,39,-12,27,0.1,0.007828,999999.99,99999.99,99999.99,0.17,0.07,0.05,-1
2015-04-29 01:00:00,2015,119,2479,51,52,62,37,4.4,4.3,10.9,314.1,2.9,-3.0,0.8,-3.1,-0.7,0.4,0.8,0.5,0.5,0.3,28769.0,10.1,317.0,-1.5,0.8,0.019,2860.0,0.5,4.0,0.3,0.3,0.002,1.82,0.19,3.41,11.4,5.8,0.0091,7,30,-9,3,105.5,67,-27,40,-0.1,0.007828,999999.99,99999.99,99999.99,0.18,0.09,0.06,-1
2015-04-29 02:00:00,2015,119,2479,51,52,58,34,4.3,4.3,4.9,301.2,2.2,-3.6,0.4,-3.4,-1.3,0.4,0.5,0.3,0.4,0.3,30505.0,9.9,319.0,-2.2,0.6,0.021,1258.0,0.6,2.0,0.5,0.4,0.002,1.82,0.35,3.54,11.7,5.8,0.0087,7,30,-9,3,105.5,98,-34,64,0.1,0.007828,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2015-04-29 03:00:00,2015,119,2479,51,52,58,35,5.4,5.4,2.8,310.5,3.5,-4.1,0.3,-3.8,-1.5,0.2,0.6,0.5,0.3,0.3,22975.0,8.3,317.0,-1.6,0.2,0.019,1919.0,0.3,4.0,0.4,0.4,0.002,1.5,0.41,1.79,8.5,5.3,0.0166,3,30,-10,2,105.5,89,-21,68,0.3,0.007828,999999.99,99999.99,99999.99,0.15,0.07,0.05,-1
2015-04-29 04:00:00,2015,119,2479,51,52,48,24,5.2,5.1,2.5,308.3,3.2,-4.0,0.2,-3.8,-1.3,0.3,0.6,0.4,0.2,0.3,27761.0,8.0,308.0,-1.7,0.1,0.026,2526.0,0.4,2.0,0.3,0.3,0.003,1.4,0.34,1.92,8.4,5.1,0.017,3,30,-12,2,105.5,75,-11,64,0.1,0.007828,999999.99,99999.99,99999.99,0.15,0.07,0.05,-1
2015-04-29 05:00:00,2015,119,2479,51,52,56,30,4.4,4.2,2.6,329.8,3.6,-2.1,0.2,-2.0,-0.6,0.4,1.4,0.5,1.1,0.6,34282.0,7.8,305.0,-1.0,-0.7,0.021,4470.0,0.5,3.0,1.3,0.6,0.005,1.31,0.12,2.73,9.7,5.3,0.0127,3,30,-14,2,105.5,56,-11,45,-0.3,0.007828,999999.99,99999.99,99999.99,0.13,0.06,0.04,-1
2015-04-29 06:00:00,2015,119,2479,51,52,57,30,3.1,2.8,28.1,299.4,1.2,-2.1,1.3,-2.4,0.6,0.4,1.3,0.9,0.8,0.6,32768.0,8.9,297.0,-0.2,-0.7,0.015,3113.0,0.4,2.0,0.3,0.2,0.002,1.39,-0.21,6.21,14.3,5.7,0.0058,3,30,-11,2,105.5,40,-10,30,-0.5,0.007828,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2015-04-29 07:00:00,2015,119,2479,51,52,59,35,4.1,3.9,-3.9,267.5,-0.2,-3.9,-0.3,-3.7,-1.3,0.4,1.1,0.3,0.5,0.9,29870.0,8.4,293.0,-1.1,-0.9,0.018,3113.0,0.3,1.0,0.5,0.5,0.002,1.29,0.32,3.29,10.4,5.3,0.0111,3,30,-9,2,105.5,65,-15,50,-0.5,0.007828,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2015-04-29 08:00:00,2015,119,2479,51,52,54,31,4.0,4.0,-8.5,264.8,-0.4,-3.9,-0.6,-3.7,-1.5,0.3,0.9,0.7,0.4,0.4,27675.0,9.5,292.0,-2.2,-0.7,0.018,1731.0,0.3,4.0,0.2,0.5,0.002,1.45,0.38,3.85,11.3,5.4,0.0094,3,30,-8,2,105.5,81,-25,56,-0.5,0.007828,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2015-04-29 09:00:00,2015,119,2479,51,52,61,38,4.6,4.6,-6.9,278.3,0.7,-4.5,-0.5,-4.3,-1.4,0.1,0.5,0.4,0.1,0.2,21927.0,9.9,285.0,-2.2,-0.2,0.016,4502.0,0.4,3.0,0.3,0.3,0.002,1.43,0.34,2.93,9.7,5.2,0.0125,10,30,-10,4,105.5,80,-32,48,-0.7,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.06,-1
2015-04-29 10:00:00,2015,119,2479,51,52,61,37,4.9,4.9,-15.2,257.7,-1.0,-4.6,-1.3,-4.3,-2.0,0.2,0.8,0.4,0.3,0.6,21268.0,9.8,295.0,-2.0,-1.0,0.016,5574.0,0.7,3.0,0.3,0.5,0.003,1.52,0.59,2.54,9.4,5.3,0.0134,10,30,-11,4,105.5,108,-42,65,-0.2,0.007828,999999.99,99999.99,99999.99,0.13,0.08,0.06,-1
2015-04-29 11:00:00,2015,119,2479,51,52,58,35,5.5,5.4,-19.0,257.2,-1.1,-4.9,-1.7,-4.6,-2.5,0.4,1.1,0.7,0.4,0.7,24768.0,9.0,295.0,-0.7,-1.0,0.021,3847.0,0.7,2.0,0.4,0.6,0.005,1.42,0.71,1.9,8.0,5.0,0.0184,10,30,-9,4,105.5,223,-82,141,0.9,0.007828,999999.99,99999.99,99999.99,0.12,0.07,0.05,-1
2015-04-29 12:00:00,2015,119,2479,51,52,60,35,5.5,5.3,-8.5,269.6,-0.0,-5.2,-0.8,-5.1,-1.6,0.5,1.6,1.2,0.8,0.6,20693.0,8.9,292.0,-1.1,-0.5,0.023,2247.0,0.7,3.0,0.4,0.3,0.005,1.38,0.47,1.82,7.9,4.9,0.019,17,30,-9,6,105.5,233,-112,121,1.4,0.007828,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2015-04-29 13:00:00,2015,119,2479,51,52,61,38,6.3,6.3,-4.3,269.9,-0.0,-6.2,-0.5,-6.1,-1.4,0.2,0.5,0.4,0.2,0.3,18702.0,7.4,293.0,-1.1,-1.2,0.022,2564.0,0.6,4.0,0.5,0.4,0.002,1.15,0.5,1.14,6.3,4.5,0.0297,17,30,-9,6,105.5,142,-59,83,1.0,0.007828,999999.99,99999.99,99999.99,0.13,0.06,0.05,-1
2015-04-29 14:00:00,2015,119,2479,51,52,57,34,6.3,6.2,-13.3,261.2,-0.9,-6.0,-1.4,-5.6,-2.5,0.3,0.8,0.5,0.4,0.5,16506.0,7.9,297.0,-1.2,-1.7,0.018,3252.0,0.8,5.0,0.5,0.5,0.001,1.25,0.8,1.2,6.6,4.6,0.0271,17,30,-7,6,105.5,87,-51,36,2.1,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2015-04-29 15:00:00,2015,119,2479,51,52,64,39,6.0,5.9,-11.2,265.9,-0.4,-5.7,-1.1,-5.4,-2.3,0.2,1.4,1.3,0.4,0.5,19440.0,8.3,296.0,-0.5,-1.9,0.023,2082.0,0.8,4.0,0.4,0.4,0.005,1.33,0.74,1.42,7.1,4.8,0.0236,13,30,-10,5,105.5,203,-151,52,2.4,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2015-04-29 16:00:00,2015,119,2479,51,52,56,31,3.4,2.8,-16.7,222.8,-1.9,-1.8,-0.8,-1.6,-1.2,1.3,2.3,1.1,1.8,1.0,32177.0,9.9,296.0,0.4,-1.8,0.022,6135.0,0.8,3.0,0.5,0.3,0.002,1.58,0.38,5.72,13.7,5.6,0.0063,13,30,-12,5,105.5,153,-113,39,1.4,0.007828,999999.99,99999.99,99999.99,0.13,0.08,0.06,-1
2015-04-29 17:00:00,2015,119,2479,51,52,59,32,2.2,0.7,55.0,276.4,0.0,-0.4,0.5,-0.5,0.4,0.7,2.2,1.8,1.1,0.7,40699.0,10.8,294.0,0.6,-1.7,0.024,6775.0,0.4,5.0,0.4,0.6,0.002,1.71,-0.09,15.69,22.0,5.8,0.0025,13,30,-9,5,105.5,36,-13,24,-0.1,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2015-04-29 18:00:00,2015,119,2479,51,52,60,34,6.2,6.0,-16.6,268.9,-0.1,-5.8,-1.7,-4.9,-3.5,0.4,1.5,0.8,0.4,1.2,21967.0,8.5,290.0,-0.4,-2.4,0.02,3759.0,0.5,3.0,0.5,0.6,0.003,1.29,1.1,1.38,6.8,4.6,0.0256,7,30,-10,3,105.5,59,-27,31,1.7,0.007828,999999.99,99999.99,99999.99,0.12,0.07,0.05,-1
2015-04-29 19:00:00,2015,119,2479,51,52,59,36,5.7,5.7,-9.1,275.8,0.6,-5.6,-0.9,-4.8,-2.9,0.4,0.6,0.3,0.4,0.4,25250.0,8.5,289.0,0.1,-2.9,0.024,4528.0,0.4,2.0,0.4,0.4,0.001,1.3,0.92,1.67,7.4,4.7,0.0218,7,30,-14,3,105.5,107,-49,58,1.5,0.007828,999999.99,99999.99,99999.99,0.14,0.07,0.05,-1
2015-04-29 20:00:00,2015,119,2479,51,52,62,37,6.1,6.0,-12.8,281.5,1.2,-5.7,-1.3,-4.7,-3.6,0.2,1.0,0.9,0.2,0.4,21416.0,8.6,286.0,-0.4,-3.1,0.023,3159.0,0.5,2.0,0.3,0.2,0.004,1.28,1.09,1.44,6.9,4.6,0.0252,7,30,-17,3,105.5,175,-103,72,1.2,0.007828,999999.99,99999.99,99999.99,0.12,0.06,0.05,-1
2015-04-29 21:00:00,2015,119,2479,51,52,47,24,5.3,5.3,-14.8,287.1,1.5,-4.9,-1.4,-3.8,-3.4,0.5,0.6,0.3,0.5,0.2,17387.0,12.1,289.0,-0.7,-4.7,0.013,983.0,1.2,2.0,0.3,0.5,0.001,1.78,1.01,2.61,9.5,5.3,0.0132,10,30,-20,4,105.5,278,-157,121,1.0,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2015-04-29 22:00:00,2015,119,2479,51,52,62,32,4.3,4.2,-1.5,280.9,0.8,-4.1,-0.1,-3.6,-2.0,0.5,1.1,0.6,0.5,0.7,21781.0,13.6,288.0,-1.3,-5.1,0.013,1742.0,0.8,2.0,0.4,0.3,0.001,1.98,0.58,4.59,12.3,5.5,0.0078,10,30,-21,4,105.5,208,-78,131,0.7,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2015-04-29 23:00:00,2015,119,2479,51,52,59,32,4.0,3.9,10.0,267.9,-0.1,-3.9,0.7,-3.7,-1.2,0.4,0.8,0.5,0.5,0.5,21937.0,16.6,294.0,-2.1,-4.6,0.011,1241.0,1.3,2.0,0.2,0.3,0.001,2.5,0.35,6.49,15.0,5.8,0.0053,10,30,-16,4,105.5,136,-36,100,0.4,0.007828,999999.99,99999.99,99999.99,0.13,0.07,0.05,-1
2015-04-30 00:00:00,2015,120,2479,51,52,56,29,5.3,5.1,-10.0,302.9,2.7,-4.2,-0.9,-3.3,-2.8,0.4,1.3,0.7,0.5,1.0,20355.0,18.6,298.0,-2.7,-4.1,0.008,3767.0,1.1,4.0,0.5,0.5,0.001,2.85,0.8,4.1,12.1,5.7,0.0081,20,15,-10,7,103.3,182,-62,120,0.8,0.007709,999999.99,99999.99,99999.99,0.13,0.06,0.04,-1
2015-04-30 01:00:00,2015,120,2479,51,52,56,30,5.1,5.0,-22.5,318.4,3.4,-3.1,-1.9,-1.8,-3.1,0.3,0.9,0.4,0.7,0.3,22909.0,17.6,293.0,-2.5,-4.8,0.011,1625.0,0.6,2.0,0.5,0.2,0.005,2.63,0.91,4.26,12.1,5.6,0.0082,20,15,-4,7,103.3,378,-194,184,1.8,0.007709,999999.99,99999.99,99999.99,0.14,0.07,0.04,-1
2015-04-30 02:00:00,2015,120,2479,51,52,59,36,4.8,4.7,-33.6,346.4,3.8,-0.9,-2.6,0.3,-2.7,0.2,1.1,0.5,0.8,0.6,22258.0,17.7,290.0,-3.0,-4.5,0.021,775.0,0.5,1.0,0.4,0.2,0.001,2.69,0.78,4.81,12.7,5.6,0.0074,20,15,-1,7,103.3,223,-77,146,1.5,0.007709,999999.99,99999.99,99999.99,0.14,0.08,0.05,-1
