Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2018-10-19 00:00:00,2018,292,2526,51,52,62,36,3.1,3.1,-4.2,279.0,0.5,-3.0,-0.2,-3.0,0.5,0.1,0.7,0.4,0.1,0.5,23110.0,4.6,321.0,-2.5,-2.7,0.007,2497.0,0.2,2.0,0.3,0.6,0.002,0.81,-0.16,3.02,11.1,5.8,0.0096,0,0,-7,0,69.0,9,-3,5,-0.1,0.006124,999999.99,99999.99,99999.99,0.28,0.17,0.12,-1
2018-10-19 01:00:00,2018,292,2526,51,52,60,36,3.1,3.0,-21.4,262.2,-0.4,-2.8,-1.1,-3.0,-0.4,0.1,0.7,0.6,0.3,0.4,22441.0,4.6,324.0,-2.3,-2.8,0.007,3861.0,0.3,3.0,0.9,0.8,0.001,0.83,0.13,3.0,11.2,5.9,0.0095,0,0,-8,0,69.0,12,-5,7,-0.0,0.006124,999999.99,99999.99,99999.99,0.26,0.17,0.13,-1
2018-10-19 02:00:00,2018,292,2526,51,52,57,33,2.8,1.1,-12.7,288.5,0.3,-1.0,-0.2,-1.0,0.1,0.7,2.6,1.8,1.1,1.6,23177.0,4.6,320.0,-1.0,-2.3,0.008,7182.0,0.9,7.0,0.7,1.1,0.001,0.81,-0.03,3.7,12.3,6.0,0.0079,0,0,-10,0,69.0,11,-4,6,0.1,0.006124,999999.99,99999.99,99999.99,0.29,0.16,0.12,-1
2018-10-19 03:00:00,2018,292,2526,51,52,60,36,2.9,2.8,34.4,327.4,1.9,-1.2,1.6,-0.6,1.9,0.2,0.7,0.3,0.6,0.2,19848.0,3.8,313.0,-1.3,-1.1,0.008,3675.0,0.7,1.0,0.4,0.4,0.002,0.64,-0.59,2.79,10.5,5.7,0.0107,3,0,-9,2,69.0,10,-6,4,0.2,0.006124,999999.99,99999.99,99999.99,0.26,0.16,0.12,-1
2018-10-19 04:00:00,2018,292,2526,51,52,60,36,2.8,2.8,28.8,327.4,2.1,-1.3,1.4,-0.7,1.8,0.2,0.4,0.1,0.3,0.2,19159.0,3.9,311.0,-1.2,-1.4,0.007,1596.0,0.4,1.0,0.3,0.2,0.001,0.65,-0.56,3.05,11.0,5.8,0.0099,3,0,-8,2,69.0,11,-5,6,-0.1,0.006124,999999.99,99999.99,99999.99,0.25,0.17,0.12,-1
2018-10-19 05:00:00,2018,292,2526,51,52,60,36,3.3,3.2,22.3,318.6,2.2,-2.0,1.2,-1.4,1.9,0.1,0.7,0.2,0.4,0.5,20074.0,3.9,311.0,-2.0,-1.4,0.008,1798.0,0.4,2.0,0.6,0.5,0.001,0.65,-0.59,2.21,9.3,5.5,0.0137,3,0,-8,2,69.0,11,-5,6,-0.1,0.006124,999999.99,99999.99,99999.99,0.26,0.17,0.12,-1
2018-10-19 06:00:00,2018,292,2526,51,52,62,37,3.2,3.0,-8.2,298.0,1.4,-2.6,-0.4,-2.5,0.8,0.1,1.1,0.7,0.4,0.7,25535.0,4.6,315.0,-2.0,-3.0,0.006,6301.0,0.9,5.0,0.5,0.8,0.001,0.78,-0.25,2.88,10.6,5.7,0.0107,3,0,-6,2,69.0,15,-4,10,-0.1,0.006124,999999.99,99999.99,99999.99,0.23,0.16,0.11,-1
2018-10-19 07:00:00,2018,292,2526,51,52,58,36,2.9,2.1,7.1,295.9,0.9,-1.9,0.3,-1.5,1.2,0.4,2.0,0.9,1.3,1.2,27165.0,5.5,321.0,-1.2,-3.2,0.009,3475.0,0.6,3.0,1.0,1.3,0.002,0.98,-0.39,4.23,13.0,6.0,0.0071,3,0,-3,2,69.0,16,-7,9,-0.2,0.006124,999999.99,99999.99,99999.99,0.25,0.16,0.12,-1
2018-10-19 08:00:00,2018,292,2526,51,52,60,37,2.4,2.4,37.2,294.8,0.8,-1.7,1.4,-0.8,2.1,0.2,0.6,0.3,0.4,0.3,28969.0,5.8,319.0,-0.6,-2.1,0.009,1674.0,0.3,1.0,0.3,0.4,0.001,1.02,-0.67,6.59,16.0,6.2,0.0046,3,0,-1,2,69.0,14,-8,6,-0.2,0.006124,999999.99,99999.99,99999.99,0.27,0.17,0.13,-1
2018-10-19 09:00:00,2018,292,2526,51,52,60,36,2.5,2.2,9.5,319.5,1.6,-1.4,0.4,-1.0,1.1,0.1,1.2,0.2,0.4,1.2,27934.0,6.1,316.0,-0.6,-2.2,0.01,1106.0,0.2,1.0,0.3,0.3,0.001,1.06,-0.35,6.35,15.6,6.1,0.0049,3,0,-1,2,69.0,18,-9,9,-0.1,0.006124,999999.99,99999.99,99999.99,0.26,0.17,0.12,-1
