Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2016-02-11 00:00:00,2016,42,2490,51,52,60,35,3.7,3.6,-79.7,22.4,0.6,0.2,-3.5,1.9,-3.0,0.1,1.0,0.5,0.8,0.1,13544.0,6.4,337.0,-2.9,-0.1,0.05,4023.0,0.7,1.0,1.2,0.2,0.008,1.46,1.01,2.76,11.5,6.3,0.009,20,85,-24,7,109.8,148,-84,64,1.7,0.007541,999999.99,99999.99,99999.99,0.13,0.08,0.06,-1
2016-02-11 01:00:00,2016,42,2490,51,52,60,36,4.1,4.1,-62.9,322.5,1.5,-1.1,-3.7,0.7,-3.8,0.1,0.4,0.2,0.3,0.2,8992.0,6.1,336.0,-3.7,0.3,0.034,919.0,0.1,1.0,0.2,0.2,0.003,1.31,1.28,2.07,10.1,6.1,0.0116,20,85,-23,7,109.8,121,-43,78,1.5,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 02:00:00,2016,42,2490,51,52,60,36,4.6,4.6,-76.1,326.6,0.9,-0.6,-4.4,1.5,-4.2,0.1,0.4,0.2,0.3,0.1,7594.0,5.7,340.0,-2.9,-0.2,0.039,522.0,0.2,1.0,0.2,0.2,0.003,1.27,1.43,1.52,8.8,5.8,0.0153,20,85,-21,7,109.8,144,-57,87,1.6,0.007541,999999.99,99999.99,99999.99,0.16,0.09,0.07,-1
2016-02-11 03:00:00,2016,42,2490,51,52,62,38,4.9,4.9,-69.2,311.8,1.2,-1.3,-4.6,0.8,-4.7,0.1,0.4,0.3,0.2,0.1,8453.0,5.6,340.0,-2.8,-0.2,0.036,594.0,0.4,3.0,0.3,0.3,0.006,1.24,1.6,1.33,8.2,5.6,0.0176,20,85,-19,7,109.8,233,-72,161,2.1,0.007541,999999.99,99999.99,99999.99,0.14,0.08,0.06,-1
2016-02-11 04:00:00,2016,42,2490,51,52,56,31,5.1,5.1,-69.3,327.3,1.5,-1.0,-4.7,1.0,-4.7,0.3,0.7,0.5,0.5,0.1,8253.0,7.2,339.0,-2.3,-1.1,0.044,500.0,0.5,3.0,0.4,0.3,0.005,1.63,1.63,1.57,8.9,5.8,0.015,20,85,-18,7,109.8,289,-85,204,2.5,0.007541,999999.99,99999.99,99999.99,0.17,0.09,0.06,-1
2016-02-11 05:00:00,2016,42,2490,51,52,60,36,5.9,5.8,-59.0,315.4,2.1,-2.1,-4.9,-0.1,-5.4,0.3,1.1,0.5,0.8,0.5,9365.0,6.8,338.0,-1.9,-0.7,0.035,998.0,0.6,4.0,1.0,0.5,0.008,1.48,1.79,1.12,7.5,5.3,0.0213,20,85,-20,7,109.8,313,-105,208,2.5,0.007541,999999.99,99999.99,99999.99,0.17,0.1,0.07,-1
2016-02-11 06:00:00,2016,42,2490,51,52,62,37,6.4,6.3,-59.9,304.7,1.8,-2.6,-5.5,-0.7,-6.0,0.2,1.2,0.7,0.7,0.6,9767.0,6.9,341.0,-1.4,-0.8,0.034,1033.0,0.7,5.0,1.0,0.5,0.006,1.52,2.05,0.97,7.0,5.2,0.0243,20,85,-25,7,109.8,222,-87,135,2.2,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 07:00:00,2016,42,2490,51,52,59,35,6.9,6.9,-49.5,285.6,1.2,-4.3,-5.2,-2.7,-6.2,0.2,0.7,0.2,0.6,0.4,11173.0,7.1,342.0,-1.4,-0.7,0.046,948.0,0.6,2.0,0.6,0.4,0.004,1.64,2.05,0.87,6.6,5.0,0.0273,20,85,-29,7,109.8,300,-142,157,2.5,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 08:00:00,2016,42,2490,51,52,51,27,7.0,6.9,-37.5,289.4,1.8,-5.1,-4.2,-4.0,-5.3,0.2,1.4,0.5,0.9,1.0,10521.0,6.8,336.0,-1.9,-0.2,0.049,635.0,0.7,2.0,1.1,0.6,0.003,1.53,1.71,0.8,6.3,4.8,0.0304,20,85,-33,7,109.8,374,-123,251,2.2,0.007541,999999.99,99999.99,99999.99,0.16,0.1,0.06,-1
2016-02-11 09:00:00,2016,42,2490,51,52,60,32,7.1,7.1,-32.0,285.8,1.6,-5.8,-3.8,-4.9,-4.8,0.1,0.5,0.2,0.2,0.4,9826.0,6.6,334.0,-2.0,-0.1,0.056,441.0,0.4,1.0,0.3,0.3,0.002,1.5,1.57,0.75,6.0,4.7,0.0326,13,85,-32,5,109.8,278,-95,182,1.5,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 10:00:00,2016,42,2490,51,52,60,33,7.0,6.9,-45.5,283.5,1.1,-4.7,-4.9,-3.7,-5.6,0.1,1.2,0.7,0.7,0.7,10132.0,6.6,334.0,-0.7,-0.6,0.057,1803.0,0.7,5.0,1.2,0.4,0.004,1.51,1.87,0.78,6.1,4.7,0.0317,13,85,-30,5,109.8,412,-188,224,2.2,0.007541,999999.99,99999.99,99999.99,0.14,0.08,0.06,-1
2016-02-11 11:00:00,2016,42,2490,51,52,55,29,6.9,6.9,-35.5,283.7,1.3,-5.4,-4.0,-4.7,-4.8,0.1,0.5,0.3,0.3,0.3,9759.0,7.3,331.0,-1.3,-0.9,0.054,514.0,0.4,2.0,0.3,0.3,0.004,1.62,1.59,0.88,6.5,4.9,0.0283,13,85,-26,5,109.8,358,-118,240,1.9,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 12:00:00,2016,42,2490,51,52,61,34,6.7,6.5,-25.1,279.2,0.9,-5.8,-2.7,-5.3,-3.6,0.3,1.9,0.6,0.4,1.8,12817.0,8.6,331.0,-1.2,-1.2,0.045,3558.0,1.2,2.0,0.5,0.4,0.004,1.86,1.19,1.13,7.2,5.2,0.0227,17,85,-20,6,109.8,260,-178,83,1.4,0.007541,999999.99,99999.99,99999.99,0.15,0.09,0.07,-1
2016-02-11 13:00:00,2016,42,2490,51,52,58,36,6.3,6.2,-35.2,287.3,1.5,-4.8,-3.6,-4.2,-4.3,0.3,1.3,0.6,0.6,0.9,17804.0,11.2,330.0,-0.9,-1.6,0.048,2793.0,0.8,3.0,1.0,0.7,0.01,2.43,1.49,1.72,8.8,5.6,0.0155,17,85,-14,6,109.8,380,-286,94,2.3,0.007541,999999.99,99999.99,99999.99,0.17,0.09,0.06,-1
2016-02-11 14:00:00,2016,42,2490,51,52,60,37,7.0,6.9,-44.3,299.0,2.4,-4.3,-4.8,-3.4,-5.5,0.1,0.7,0.3,0.4,0.5,15146.0,9.2,329.0,-1.9,-1.0,0.029,2447.0,1.0,2.0,1.0,0.6,0.008,1.86,1.84,1.12,7.1,5.1,0.0234,17,85,-20,6,109.8,240,-148,92,2.0,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.05,-1
2016-02-11 15:00:00,2016,42,2490,51,52,60,36,6.9,6.5,-16.8,294.8,2.6,-5.7,-1.9,-5.1,-3.0,0.2,2.1,0.4,0.4,2.0,18144.0,10.8,328.0,-2.8,-1.4,0.055,2293.0,0.9,2.0,0.4,0.5,0.016,2.37,1.08,1.38,7.8,5.3,0.0195,23,85,-23,9,109.8,280,-190,89,2.1,0.007541,999999.99,99999.99,99999.99,0.15,0.09,0.07,-1
2016-02-11 16:00:00,2016,42,2490,51,52,59,36,7.3,7.0,-12.4,292.4,2.6,-6.3,-1.5,-5.8,-3.0,0.6,2.0,0.5,0.8,1.8,26313.0,7.9,330.0,-2.8,0.2,0.067,10883.0,2.6,4.0,0.6,2.3,0.019,1.82,1.09,0.95,6.4,4.7,0.0295,23,85,-28,9,109.8,279,-143,136,1.8,0.007541,999999.99,99999.99,99999.99,0.15,0.09,0.07,-1
2016-02-11 17:00:00,2016,42,2490,51,52,61,36,8.6,8.3,45.9,296.0,2.5,-5.2,6.0,-6.7,4.3,0.1,2.0,0.5,1.1,1.5,18032.0,4.8,334.0,-1.7,3.1,0.071,7181.0,0.4,3.0,0.7,0.8,0.007,1.15,-1.3,0.4,4.3,3.7,0.0657,23,85,-29,9,109.8,146,-78,68,0.8,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 18:00:00,2016,42,2490,51,52,64,37,8.3,7.9,51.2,292.7,1.9,-4.6,6.2,-6.3,4.3,0.2,2.5,0.8,2.0,1.1,20764.0,4.1,340.0,-1.4,3.6,0.07,11466.0,0.5,7.0,1.9,1.4,0.011,1.01,-1.36,0.37,4.1,3.6,0.0692,17,85,-22,6,109.8,62,-26,37,0.4,0.007541,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
2016-02-11 19:00:00,2016,42,2490,51,52,58,36,8.3,7.8,22.0,286.8,2.1,-6.9,2.9,-7.5,0.2,0.7,2.9,0.9,0.8,2.7,30319.0,4.5,342.0,-2.9,0.0,0.091,19620.0,1.1,5.0,1.2,3.1,0.022,1.2,0.1,0.43,4.4,3.7,0.0623,17,85,-16,6,109.8,69,-30,39,0.9,0.007541,999999.99,99999.99,99999.99,0.16,0.09,0.07,-1
2016-02-11 20:00:00,2016,42,2490,51,52,60,34,9.4,9.1,7.0,293.3,3.6,-8.3,1.1,-8.0,-2.3,0.5,2.4,0.8,0.6,2.2,37132.0,5.8,341.0,-3.9,-0.4,0.084,10214.0,0.6,5.0,0.9,2.0,0.014,1.5,0.92,0.45,4.4,3.7,0.0623,17,85,-18,6,109.8,94,-56,39,1.1,0.007541,999999.99,99999.99,99999.99,0.16,0.09,0.06,-1
