Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2018-01-07 00:00:00,2018,7,2515,51,52,60,37,3.4,3.3,4.1,295.9,1.4,-3.0,0.2,-2.9,-0.7,0.1,0.7,0.4,0.3,0.4,12753.0,11.0,292.0,-0.6,-1.3,0.003,690.0,0.3,1.0,0.2,0.5,0.0,1.59,0.2,5.59,14.2,5.9,0.0059,10,12,2,4,67.6,31,-21,10,0.4,0.006238,999999.99,99999.99,99999.99,0.25,0.16,0.11,-1
2018-01-07 01:00:00,2018,7,2515,51,52,60,35,3.3,3.2,13.9,280.8,0.6,-3.1,0.8,-3.2,-0.1,0.2,0.5,0.4,0.3,0.2,13510.0,11.8,292.0,-0.4,-1.0,0.003,577.0,0.9,1.0,0.3,0.2,0.0,1.7,0.03,6.4,15.2,6.0,0.0051,10,12,3,4,67.6,24,-13,12,0.4,0.006238,999999.99,99999.99,99999.99,0.23,0.15,0.11,-1
2018-01-07 02:00:00,2018,7,2515,51,52,60,37,3.7,3.7,19.7,270.1,0.0,-3.5,1.2,-3.7,0.3,0.2,0.4,0.3,0.2,0.2,13127.0,11.4,290.0,-0.7,-0.3,0.003,1127.0,0.4,1.0,0.2,0.2,0.0,1.62,-0.09,4.9,13.2,5.8,0.0068,10,12,5,4,67.6,24,-8,16,0.2,0.006238,999999.99,99999.99,99999.99,0.27,0.16,0.12,-1
2018-01-07 03:00:00,2018,7,2515,51,52,59,35,3.6,3.4,30.1,271.5,0.1,-2.9,1.7,-3.2,1.1,0.2,1.2,0.7,0.6,0.9,12986.0,11.6,290.0,-0.5,0.3,0.004,694.0,0.6,2.0,0.4,0.3,0.0,1.66,-0.32,5.26,13.7,5.8,0.0063,0,12,8,0,67.6,23,-8,15,0.1,0.006238,999999.99,99999.99,99999.99,0.25,0.16,0.12,-1
2018-01-07 04:00:00,2018,7,2515,51,52,60,37,3.4,3.2,20.0,271.6,0.1,-3.0,1.1,-3.1,0.6,0.2,1.3,1.1,0.2,0.5,13469.0,11.7,288.0,-0.3,-0.1,0.003,1408.0,0.6,3.0,0.4,0.3,0.001,1.64,-0.17,5.97,14.5,5.8,0.0057,0,12,7,0,67.6,22,-7,15,-0.1,0.006238,999999.99,99999.99,99999.99,0.26,0.15,0.11,-1
2018-01-07 05:00:00,2018,7,2515,51,52,60,36,3.9,3.8,22.9,278.2,0.5,-3.5,1.5,-3.6,1.2,0.3,0.6,0.4,0.4,0.2,12493.0,11.3,288.0,-0.3,0.3,0.003,1254.0,0.7,2.0,0.9,0.3,0.0,1.58,-0.35,4.35,12.4,5.7,0.0077,0,12,8,0,67.6,15,-6,10,-0.3,0.006238,999999.99,99999.99,99999.99,0.22,0.15,0.11,-1
2018-01-07 06:00:00,2018,7,2515,51,52,59,35,3.7,3.3,26.3,304.7,1.7,-2.5,1.5,-2.6,1.4,0.6,1.6,0.5,1.5,0.4,14634.0,13.8,288.0,-0.6,0.9,0.003,1905.0,1.9,2.0,0.6,0.4,0.001,1.93,-0.4,6.0,14.5,5.8,0.0057,0,12,8,0,67.6,13,-5,8,-0.3,0.006238,999999.99,99999.99,99999.99,0.23,0.15,0.11,-1
2018-01-07 07:00:00,2018,7,2515,51,52,60,36,3.0,2.7,20.4,22.8,2.4,1.0,1.0,1.0,1.0,0.2,1.3,0.4,1.1,0.6,16158.0,12.3,286.0,-0.1,1.0,0.003,1336.0,0.5,1.0,0.5,0.4,0.0,1.7,-0.29,8.22,16.7,5.9,0.0043,0,12,7,0,67.6,11,-5,6,-0.3,0.006238,999999.99,99999.99,99999.99,0.26,0.16,0.11,-1
2018-01-07 08:00:00,2018,7,2515,51,52,61,37,2.9,2.5,26.7,311.4,1.5,-1.7,1.1,-1.7,1.1,0.1,1.4,0.6,1.1,0.6,15234.0,11.7,286.0,-1.4,0.9,0.003,635.0,0.5,2.0,0.7,0.4,0.0,1.62,-0.31,8.31,16.9,5.9,0.0042,0,12,8,0,67.6,11,-5,6,-0.3,0.006238,999999.99,99999.99,99999.99,0.26,0.16,0.11,-1
2018-01-07 09:00:00,2018,7,2515,51,52,59,36,3.0,2.6,0.7,295.9,1.1,-2.4,0.0,-2.4,0.1,0.2,1.5,0.3,0.6,1.3,16704.0,11.2,286.0,-1.7,-0.4,0.003,1399.0,0.4,1.0,0.5,0.8,0.0,1.55,-0.03,7.51,16.0,5.8,0.0047,0,12,6,0,67.6,13,-5,9,-0.2,0.006238,999999.99,99999.99,99999.99,0.23,0.16,0.12,-1
