Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2018-02-12 00:00:00,2018,43,2517,51,52,60,37,4.3,4.2,54.6,109.9,-0.8,2.3,3.4,0.4,4.1,0.3,0.9,0.5,0.5,0.5,17895.0,9.0,311.0,1.7,0.1,0.006,1345.0,0.8,1.0,0.4,0.3,0.003,1.49,-1.28,2.96,10.8,5.8,0.0101,0,25,7,0,76.6,12,1,12,-0.1,0.00634,999999.99,99999.99,99999.99,0.25,0.16,0.12,-1
2018-02-12 01:00:00,2018,43,2517,51,52,60,35,3.4,3.3,28.1,88.6,0.1,3.0,1.6,1.9,2.8,0.2,0.7,0.2,0.2,0.6,17747.0,11.6,309.0,1.0,-0.8,0.006,1379.0,0.7,1.0,0.4,0.3,0.001,1.89,-0.87,6.1,15.5,6.2,0.005,0,25,8,0,76.6,13,1,14,-0.1,0.00634,999999.99,99999.99,99999.99,0.25,0.16,0.12,-1
2018-02-12 02:00:00,2018,43,2517,51,52,59,36,3.7,3.6,24.5,81.8,0.5,3.2,1.5,2.2,2.7,0.2,1.0,0.4,0.5,0.7,21508.0,10.9,307.0,1.4,-1.0,0.006,4760.0,0.6,1.0,0.5,0.4,0.002,1.76,-0.83,4.96,13.7,6.0,0.0063,0,25,7,0,76.6,13,0,13,-0.1,0.00634,999999.99,99999.99,99999.99,0.25,0.15,0.11,-1
2018-02-12 03:00:00,2018,43,2517,51,52,65,39,4.7,4.1,-19.3,67.5,1.5,3.6,-1.4,3.9,0.1,0.7,2.3,1.1,0.5,2.0,26208.0,12.2,312.0,-0.1,-1.2,0.01,2193.0,1.7,6.0,0.8,0.4,0.003,2.06,-0.03,3.55,11.6,5.7,0.0088,10,25,12,4,76.6,19,1,20,0.1,0.00634,999999.99,99999.99,99999.99,0.25,0.18,0.13,-1
2018-02-12 04:00:00,2018,43,2517,51,52,59,35,4.5,4.3,-17.9,66.1,1.6,3.7,-1.3,3.9,0.1,0.4,1.4,1.0,0.8,0.6,25698.0,16.1,319.0,-1.5,-1.1,0.005,5191.0,0.7,3.0,0.4,0.5,0.001,2.79,-0.03,5.1,14.2,6.1,0.0059,10,25,13,4,76.6,16,0,16,0.1,0.00634,999999.99,99999.99,99999.99,0.26,0.16,0.11,-1
2018-02-12 05:00:00,2018,43,2517,51,52,59,36,5.9,4.4,-34.0,68.7,1.3,3.4,-2.4,4.0,-1.2,1.3,4.1,1.3,3.0,2.4,21562.0,13.8,320.0,-1.0,-2.2,0.005,4406.0,2.7,3.0,0.8,0.9,0.002,2.41,0.38,2.47,10.1,5.7,0.0117,10,25,12,4,76.6,28,-5,23,0.1,0.00634,999999.99,99999.99,99999.99,0.29,0.18,0.13,-1
2018-02-12 06:00:00,2018,43,2517,51,52,58,36,5.2,5.0,-15.7,72.5,1.5,4.6,-1.4,4.8,-0.1,1.0,1.7,0.5,1.1,1.2,20957.0,14.7,314.0,-1.2,-2.3,0.003,2610.0,2.4,2.0,0.8,0.8,0.001,2.45,0.03,3.38,11.6,5.9,0.0089,17,25,8,6,76.6,75,-30,44,0.6,0.00634,999999.99,99999.99,99999.99,0.27,0.18,0.12,-1
2018-02-12 07:00:00,2018,43,2517,51,52,62,37,3.9,2.8,13.8,69.0,1.0,2.5,0.7,2.3,1.3,0.4,2.8,0.7,1.3,2.4,19511.0,17.3,317.0,-0.7,-0.7,0.003,1824.0,1.1,2.0,0.5,0.5,0.001,2.94,-0.41,7.0,16.9,6.4,0.0042,17,25,6,6,76.6,62,-12,50,0.8,0.00634,999999.99,99999.99,99999.99,0.32,0.19,0.13,-1
2018-02-12 08:00:00,2018,43,2517,51,52,60,36,2.8,2.3,68.3,260.3,-0.1,-0.8,2.2,-1.2,2.0,0.4,1.6,0.4,1.4,0.7,18054.0,19.1,318.0,-0.2,0.2,0.005,2411.0,0.9,1.0,0.4,0.5,0.001,3.29,-0.64,14.84,24.8,6.7,0.0019,17,25,7,6,76.6,28,0,27,0.1,0.00634,999999.99,99999.99,99999.99,0.26,0.16,0.12,-1
2018-02-12 09:00:00,2018,43,2517,51,52,59,35,3.7,3.3,70.9,220.1,-0.8,-0.7,3.1,-1.2,2.9,0.5,1.9,0.5,1.7,0.7,18368.0,15.3,314.0,-1.1,-1.4,0.004,1403.0,1.4,2.0,1.0,0.9,0.001,2.56,-0.91,6.82,16.6,6.3,0.0043,3,25,7,2,76.6,18,-1,17,-0.1,0.00634,999999.99,99999.99,99999.99,0.25,0.16,0.12,-1
