Timestamp,YEAR,DOY,Bartels_rotation_number,ID_for_IMF_spacecraft,ID_for_SW_Plasma_spacecraft,num_points_IMF_averages,num_points_Plasma_averages,Scalar_B_nT,Vector_B_Magnitude_nT,Lat_Angle_of_B_GSE,Long_Angle_of_B_GSE,BX_nT_GSE_GSM,BY_nT_GSE,BZ_nT_GSE,BY_nT_GSM,BZ_nT_GSM,RMS_magnitude_nT,RMS_field_vector_nT,RMS_BX_GSE_nT,RMS_BY_GSE_nT,RMS_BZ_GSE_nT,SW_Plasma_Temperature_K,SW_Proton_Density_N_cm3,SW_Plasma_Speed_km_s,SW_Plasma_flow_long_angle,SW_Plasma_flow_lat_angle,Alpha_Prot_ratio,sigma_T_K,sigma_n_N_cm3,sigma_V_km_s,sigma_phi_V_degrees,sigma_theta_V_degrees,sigma_ratio,Flow_pressure,E_electric_field,Plasma_Beta,Alfen_mach_number,Magnetosonic_Mach_number,Quasy_Invariant,Kp_index,R_Sunspot_No,Dst_index_nT,ap_index_nT,f10.7_index,AE_index_nT,AL_index_nT,AU_index_nT,pc_index,Lyman_alpha,Proton_flux_>1_Mev,Proton_flux_>2_Mev,Proton_flux_>4_Mev,Proton_flux_>10_Mev,Proton_flux_>30_Mev,Proton_flux_>60_Mev,Flux_FLAG
2016-10-05 00:00:00,2016,279,2498,51,52,60,35,4.7,4.5,-8.5,153.6,-4.0,2.0,-0.7,1.8,-1.1,0.2,1.3,0.5,0.7,1.0,135009.0,3.6,528.0,1.4,0.8,0.038,15886.0,0.3,5.0,0.7,1.5,0.006,1.93,0.63,1.79,10.7,6.7,0.0105,33,41,-27,18,99.3,290,-195,94,1.4,0.006846,999999.99,99999.99,99999.99,0.15,0.1,0.07,-1
2016-10-05 01:00:00,2016,279,2498,51,52,63,38,4.5,3.9,-42.1,140.3,-2.2,1.9,-2.6,1.1,-3.0,0.1,2.1,1.2,1.5,0.7,130718.0,3.6,540.0,2.2,2.0,0.037,14528.0,0.3,9.0,1.5,0.9,0.005,2.01,1.62,1.92,11.4,7.0,0.0092,33,41,-28,18,99.3,270,-154,116,1.1,0.006846,999999.99,99999.99,99999.99,0.16,0.08,0.06,-1
2016-10-05 02:00:00,2016,279,2498,51,52,59,35,4.1,3.5,-17.3,128.2,-2.1,2.6,-1.0,2.3,-1.7,0.3,2.0,1.3,0.8,1.3,137719.0,3.4,541.0,1.3,0.3,0.038,15265.0,0.3,12.0,0.7,1.4,0.004,1.91,0.92,2.24,12.2,7.1,0.008,33,41,-35,18,99.3,366,-273,93,1.7,0.006846,999999.99,99999.99,99999.99,0.19,0.1,0.07,-1
2016-10-05 03:00:00,2016,279,2498,51,52,58,35,4.2,3.9,-23.5,131.0,-2.3,2.7,-1.5,2.1,-2.3,0.1,1.5,0.9,0.5,1.1,127899.0,3.1,535.0,0.7,0.6,0.043,11075.0,0.2,7.0,0.7,1.0,0.004,1.74,1.23,1.87,11.2,6.9,0.0095,33,41,-37,18,99.3,387,-259,128,2.5,0.006846,999999.99,99999.99,99999.99,0.16,0.09,0.07,-1
2016-10-05 04:00:00,2016,279,2498,51,52,62,36,4.2,3.6,13.7,140.1,-2.6,2.2,0.8,2.4,0.0,0.1,2.2,1.4,1.2,1.3,118764.0,2.9,531.0,1.0,-1.8,0.041,6687.0,0.2,10.0,1.2,1.3,0.004,1.59,0.05,1.69,10.8,6.9,0.0103,33,41,-34,18,99.3,290,-168,122,1.6,0.006846,999999.99,99999.99,99999.99,0.17,0.09,0.06,-1
2016-10-05 05:00:00,2016,279,2498,51,52,59,36,4.0,3.7,6.5,138.4,-2.7,2.4,0.4,2.4,-0.6,0.3,1.6,1.2,0.8,0.8,117945.0,2.9,530.0,1.4,-1.5,0.045,17441.0,0.3,6.0,0.6,0.7,0.005,1.61,0.37,1.86,11.3,7.0,0.0093,33,41,-30,18,99.3,270,-150,120,1.8,0.006846,999999.99,99999.99,99999.99,0.17,0.1,0.07,-1
2016-10-05 06:00:00,2016,279,2498,51,52,61,36,3.8,3.3,3.8,127.2,-2.0,2.6,0.2,2.4,-0.9,0.2,1.8,1.4,0.9,0.8,113156.0,2.9,527.0,0.4,-1.2,0.05,8878.0,0.3,10.0,1.0,0.7,0.004,1.61,0.53,2.02,11.8,7.1,0.0085,30,41,-29,15,99.3,178,-125,53,1.0,0.006846,999999.99,99999.99,99999.99,0.16,0.09,0.06,-1
2016-10-05 07:00:00,2016,279,2498,51,52,59,34,4.7,4.4,20.8,151.6,-3.6,2.0,1.6,2.5,0.5,0.3,1.5,0.7,0.9,0.9,93718.0,2.6,528.0,0.5,-2.3,0.049,11522.0,0.3,5.0,0.8,0.8,0.004,1.45,-0.21,1.09,9.1,6.5,0.0145,30,41,-27,15,99.3,377,-320,57,1.6,0.006846,999999.99,99999.99,99999.99,0.17,0.1,0.07,-1
2016-10-05 08:00:00,2016,279,2498,51,52,60,37,4.4,3.8,7.2,128.8,-2.4,2.9,0.5,2.8,-1.1,0.4,2.1,0.8,0.4,1.9,106448.0,2.8,530.0,-0.6,-2.0,0.055,17627.0,0.4,6.0,0.7,1.3,0.006,1.6,0.58,1.41,10.1,6.8,0.0117,30,41,-25,15,99.3,187,-150,37,1.4,0.006846,999999.99,99999.99,99999.99,0.14,0.08,0.06,-1
2016-10-05 09:00:00,2016,279,2498,51,52,60,34,3.2,2.8,13.2,141.9,-2.2,1.7,0.6,1.8,-0.3,0.8,1.7,0.6,1.1,1.0,125650.0,3.0,532.0,0.3,-2.2,0.06,16253.0,0.3,5.0,1.0,0.8,0.004,1.76,0.21,3.1,14.4,7.5,0.0057,20,41,-24,7,99.3,328,-279,50,1.5,0.006846,999999.99,99999.99,99999.99,0.15,0.08,0.06,-1
